pair_id	sentence_id	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang	bem_transcription	en_translation
37	2	183647966.jpg	"37_11644_1_372_02_211114-154013_bem_524_elicit_0.wav
"	372	female	7.305	16000	vnd.wave	bem	bem	pantanshi pali na umukashana uwimineko nakobeka nakachola pakubeya kwakukuso	in front there is a lady standing has a bag on her shoulder 
35	2	556601134.jpg	"35_10974_3_352_02_220117-171330_bem_f12_elicit_1.wav
"	352	female	3.539	16000	vnd.wave	bem	bem	Bushe uyu nakulu alesalapo fimo?	Is this woman picking some things?
32	1	4564119814.jpg	"32_4694_4_321_01_211112-232256_bem_e94_elicit_2.wav
"	321	female	5.626	16000	vnd.wave	bem	nya	ndemona mumusumba uyu mulina ifimbaya mbaya ifilepita	It looks like this town has  a lot of cars passing.
8	1	2359784186_36c9746d02.jpg	"8_1872_0_81_01_211031-052248_bem_abe_elicit_0.wav
"	81	male	4.106	16000	vnd.wave	bem	bem	Umulumendo ali panse ya ng'anda	a young man is outside the house
4	1	2622517932_57c52c376f.jpg	"4_4545_0_41_01_211028-132455_bem_5a5_elicit_0.wav
"	41	male	7.963	16000	vnd.wave	bem	bem	Umwaice umwaume ufwele ishati ilya buta, nafukama panshi pali efyo alelolesha	A young boy with a white shirt,is kneeling down looking at something.
37	2	4963810508.jpg	"37_11545_3_372_02_211113-224748_bem_aa2_elicit_1.wav
"	372	female	4.741	16000	vnd.wave	bem	bem	Cifwile naluba nangula ale lolela abafyashi bakwe pali motoka	it seems he's lost or he's  waiting for his parents by the car
37	1	4742170215.jpg	"37_5868_4_371_01_211112-102441_bem_5bb_elicit_2.wav
"	371	male	6.329	16000	vnd.wave	bem	bem	kabili kuli nefimuti ifitali ifyalelema ifyakapa katapa	The area has some green trees nearby too
6	2	875731481_a5a0a09934.jpg	"6_5075_1_62_02_211031-045754_bem_53e_elicit_0.wav
"	62	male	14.315	16000	vnd.wave	bem	bem	nafwala utupinpinya utwamakumbimakumbi  nensapato yasonsama iyabuta	She is wearing small blue clothes with white heels.
7	2	2708744743_e231f7fcf9.jpg	"7_1690_1_72_02_211031-141507_bem_40e_elicit_0.wav
"	72	female	5.739	16000	vnd.wave	bem	bem	elo na abaume basano abafwele amashati ayamulopamulopa baletamba	The five men wearing red shirts are watching.
27	2	3093988161.jpg	"27_9045_1_272_02_211113-072315_bem_e72_elicit_0.wav
"	272	female	7.328	16000	vnd.wave	bem	leh	Ifilimba alelisha umulumendo fikulu, bushe nikwisa uku engalalisha ifi?	these are quite big drum sets, where could be be playing them from?
30	1	4582690868.jpg	"30_4055_4_301_01_211110-093306_bem_654_elicit_2.wav
"	301	male	6.034	16000	vnd.wave	bem	bem	elyo mune kuli nabemishe ing'oma  mumulu	And my dear, there are some lifting up drums.
39	2	3687222696.jpg	"39_1177_1_392_02_211118-133656_bem_1e5_elicit_0.wav
"	392	female	4.832	16000	vnd.wave	bem	bem	Bushe finshi umwana mwaume uufwele ishati lyelangi lya kashika nakaputula kelangi lya fitulukila alecita? 	what is this child doing?
20	2	3800647959.jpg	"20_1593_3_202_02_211112-215603_bem_654_elicit_1.wav
"	202	male	9.256	16000	vnd.wave	bem	bem	cacine mune,umulumendo afwele  kaputula iyikulu elyo nefimpolyo kumakasa	and the young man is wearing big shorts with boots on his feet
18	1	4728172600.jpg	"18_12005_4_181_01_211114-085828_bem_5da_elicit_2.wav
"	181	male	8.961	16000	vnd.wave	bem	toi	cishinka icho walanda boi,kanshi umulemundo uyu takwete abakumutinya pantu alemona uwaishiba ukuposa inkonya ubusaka saana.	You are right, so this man is no comparable to anybody else here as he looks like a swift boxer.
37	1	2961017118.jpg	"37_5740_0_371_01_211110-143613_bem_5bb_elicit_0.wav
"	371	male	4.65	16000	vnd.wave	bem	bem	kateya wamupila wa tennis aleteya	A tennis player is playing
22	1	3700374214.jpg	"22_7739_0_221_01_211112-082657_bem_004_elicit_0.wav
"	221	female	3.38	16000	vnd.wave	bem	nbl	abakashana babili bale Suma butanda	two ladies are knitting a mat
13	2	2064417101_3b9d817f4a.jpg	"13_3141_1_132_02_211024-213810_bem_9ed_elicit_0.wav
"	132	male	13.294	16000	vnd.wave	bem	nya	Bamo mu mangalo aya aye mbwa uku chimfyanya mulubilo. Bala becha impiya apa mbwa iyo ba mwine inga kwanisha iku chimfya ishi nankwe	Some people even bet on these dogs to see which one will come out the fastest. 
10	2	3360876049_9047edeab9.jpg	"10_6165_3_102_02_211102-105445_bem_ddd_elicit_1.wav
"	102	male	5.603	16000	vnd.wave	bem	bem	aba bantu balecimfyana nangula abaleyangalafye	These people, are they competing or maybe they are just playing? 
8	2	3163068926_d28ed3ef53.jpg	"8_5559_3_82_02_211105-024800_bem_901_elicit_1.wav
"	82	female	4.945	16000	vnd.wave	bem	bem	Icibumba celangi lya mutuntula	the wall is yellow
39	1	2636876892.jpg	"39_1184_2_391_01_211119-101304_bem_901_elicit_1.wav
"	391	female	9.324	16000	vnd.wave	bem	bem	Nashiminina lelo imbwa iyelangi lya fitulukila ilemoneka ilenunsha imbwa yelangi lya butulukila.cipalile kwati shacisa mukwangala	as they are standing, the brown dog is sniffing the grey dog, it seems they came to play outside
31	1	3249865395.jpg	"31_4352_0_311_01_211110-170240_bem_85e_elicit_0.wav
"	311	male	7.191	16000	vnd.wave	bem	bem	abantu abali cisano bali kuncende iyaku kwelela ishitima, batatu nabeminina elo babili nabekala	five people are at the place wher they get on to the train, three are standing while two are sitting
13	1	3592992234_6d3fe58a70.jpg	"13_6913_0_131_01_211031-133123_bem_9ed_elicit_0.wav
"	131	male	6.102	16000	vnd.wave	bem	nya	Abaume bali mufyani bale enda nabemya naka muti kuminwe	A man is walking in the grass while carrying a stick in his hand.
21	1	234265703.jpg	"21_1848_0_211_01_211112-150103_bem_83a_elicit_0.wav
"	211	female	6.851	16000	vnd.wave	bem		ulupwa lumo ulwa basungu bali panse baleocha fimo ukulemoneka ni kulya baya mukutuushisha	a white family are outside roasting and they seem to be in a wood.
2	1	3122497129_d08f5729b8.jpg	"2_4146_4_21_01_211031-165455_bem_2a5_elicit_2.wav
"	21	male	9.528	16000	vnd.wave	bem	bem	shonse shibili shiletintilana aka kantambo ka kashika elyo kabili amakasa yalemoneka apo yalenyanta. 	there are footprints in the snow
33	2	3463922449.jpg	"33_4913_1_332_02_211110-155410_bem_b14_elicit_0.wav
"	332	female	5.898	16000	vnd.wave	bem	nse	Iyi imbwa naikwata amafufu ayengi ayatikama	This dog has plenty thick fur
35	1	1477476722.jpg	"35_5326_0_351_01_220117-142020_bem_ba5_elicit_0.wav
"	351	male	4.923	16000	vnd.wave	bem	bem	Umwaume umo uwabuuta inkanda naiminina kuli bemba na ulubao lwakwe.	One white skinned young man is standing on the shore with his surf board
24	2	2285152690.jpg	"24_2665_3_242_02_211109-125641_bem_150_elicit_1.wav
"	242	female	4.401	16000	vnd.wave	bem	bem	Kunuma ya balumendo kuli ibumba liletamba  ifyo baleteya.	There are people watching the game.
19	2	4537327075.jpg	"19_1436_1_192_02_211110-172531_bem_d8d_elicit_0.wav
"	192	female	5.83	16000	vnd.wave	bem	leh	aba ba kateya bankanda yabuta elyo naba fwala ifya makumbi makumbi.	they are all whites and dressed in blue
30	1	4794460787.jpg	"30_9801_4_301_01_220121-000001_bem_eb0_elicit_2.wav
"	301	female	16.856	16000	vnd.wave	bem	bem	Namayo uuli umu mulukungu alebila ifisalu elyo wacaice na shitaata bena nabeminina apapusapusa	The woman who is on the corridor is sewing some rags together while the man and the child are standing at different spots
4	2	516725192_c9cdd63878.jpg	"4_4730_3_42_02_211031-165556_bem_5a5_elicit_1.wav
"	42	male	7.6	16000	vnd.wave	bem	bem	uyu shikulu Bantu cifwile taci enda apatali Sana mumeshi kaili takwete akabwato	The child is stepping on the carpet.
21	1	2749641730.jpg	"21_7698_2_211_01_220118-140414_bem_665_elicit_1.wav
"	211	male	6.511	16000	vnd.wave	bem	bem	Nalimo tasakwilemofye nangula efyo ashocele, ishapombana.	She must have done that hairstyle or left it uncombed.
2	2	3285993030_87b0f1d202.jpg	"2_4134_3_22_02_211026-192226_bem_cee_elicit_1.wav
"	22	female	8.303	16000	vnd.wave	bem	bem	umusebo kaleendamo teukulu sans ULI fye uwalinga elyo akabwa nakemya amatwi yabilibmu muulu	the road it is raining in is not very big this small dog even has its ears in the air
2	1	3606084228_6286a52875.jpg	"2_473_2_21_01_211026-080138_bem_cee_elicit_1.wav
"	21	female	8.122	16000	vnd.wave	bem	bem	"kuli abantu abaleipakisha ukutamba ifyo aleensha kabili nabaposako sana amano ku myenseshe yakwe
"	there are people in the same area who look like they are paying attention to the driver of the bike
9	1	3618504267_d7eaa495d0.jpg	"9_2060_4_91_01_211025-062336_bem_ebf_elicit_2.wav
"	91	female	8.507	16000	vnd.wave	bem	bem	pancende bali panshi pali ifyani nefimuti ifya yemba nganshi	A place where they are there are nice trees and grasses
13	2	3665996775_6d7d9a46f1.jpg	"13_3102_3_132_02_211024-195302_bem_9ed_elicit_1.wav
"	132	male	7.827	16000	vnd.wave	bem	nya	Endita, efyo tule moneka. Limbi kulyu uku sefya. Pantu elyo ba tu bomfya utu utuntu	Perhaps there will be a party because such are mostly used at parties. 
16	2	2325258180_6217dd17eb.jpg	"16_7651_3_162_02_211110-155956_bem_eab_elicit_1.wav
"	162	male	7.917	16000	vnd.wave	bem	bem	nomba iyi ne imbwa balaileka ukwingila mung`anda baleka futi eleyangasha fika doli ifya umwana 	Why are they allowing this dog to enter the house?
39	2	5551993461.jpg	"39_925_1_392_02_211116-185408_bem_901_elicit_0.wav
"	392	female	8.553	16000	vnd.wave	bem	bem	Nomba bushe mulandu nshi ifyakufwala fyakwe filemonekela ifyalamba?	why are his clothes dirty?
28	2	5696581092.jpg	"28_3457_1_282_02_211110-092608_bem_665_elicit_0.wav
"	282	male	8.462	16000	vnd.wave	bem	bem	Aba ni bashitata beka-beka, iyo nisotambe uleke uuli na kanya asunguke.	These are only males, their show is one breathtaking to the crowd.
38	2	4441088009.jpg	"38_6138_3_382_02_211112-234337_bem_f12_elicit_1.wav
"	382	female	5.399	16000	vnd.wave	bem	bem	Nalimo ebapekenye ifi ifyakulya elyo balepela umukashana ukuti alye.	Maybe they are the ones who prepared the food and giving it to  the girl to eat.
15	2	3439414478_8038ba9409.jpg	"15_3741_3_152_02_211023-172651_bem_9ff_elicit_1.wav
"	152	female	4.628	16000	vnd.wave	bem	bem	cilemoneka kwati ni mu mpanga ili imbwa	it seems the dog is in the bush
36	1	4931368578.jpg	"36_5630_2_361_01_211115-082702_bem_654_elicit_1.wav
"	361	male	8.212	16000	vnd.wave	bem	bem	Kuntanshi ya kabalwe  kuli i'ngombe iilebutuka iyafita elyo yabuta palufumo 	in front of a horse there is a black cow with a white tummy running
28	1	281716983.jpg	"28_3546_4_281_01_211112-162211_bem_d8d_elicit_2.wav
"	281	female	7.804	16000	vnd.wave	bem	leh	uyu umwana nafwala akasote aka katapa katapa elyo kucibumba kuli intanda isho bakambatikako.	As part of bike racing, the young rider does not disregard his green helmet and there are decorative stars on the walls.
26	2	168728234.jpg	"26_3052_3_262_02_211109-135804_bem_8f1_elicit_1.wav
"	262	male	6.397	16000	vnd.wave	bem	bem	Ehe abantu balemonekafye abali bizi nefintu ifya pusana pusana balechita	Yes people look busy with what they are doing.
17	2	2705103541.jpg	"17_6645_1_172_02_220112-160034_bem_5da_elicit_0.wav
"	172	male	4.469	16000	vnd.wave	bem	toi	Nomba ninshi ekalile mucimuti uyu muntu inonshita?	Why is he sitting in a tree at this time?
37	1	638855308.jpg	"37_5803_0_371_01_211111-164549_bem_5bb_elicit_0.wav
"	371	male	6.125	16000	vnd.wave	bem	bem	mukalale mulemonekafye abantu aba chikulile baleenda	Old people are walking on the main street
26	1	6693881913.jpg	"26_8916_0_261_01_211112-051453_bem_8f1_elicit_0.wav
"	261	male	5.195	16000	vnd.wave	bem	bem	Abalumendo babili balelwa naba fwala nensapato shama wilo	two men are fighting and wearing roller skates
12	2	3119887391_212f379797.jpg	"12_2790_1_122_02_211105-212501_bem_e3a_elicit_0.wav
"	122	female	3.698	16000	vnd.wave	bem	bem	Umu lumendo naufwa bwino kumona umwanakashi	she is wearing earings on her ears
15	2	2612949583_f45b3afe33.jpg	"15_3682_3_152_02_211023-140002_bem_9ff_elicit_1.wav
"	152	female	5.671	16000	vnd.wave	bem	bem	imikoshi nasho shili ishakashika kabili filebutuka umulongo	they have red necks and they are running in a line
20	2	252210274.jpg	"20_1521_1_202_02_211112-184340_bem_654_elicit_0.wav
"	202	male	10.39	16000	vnd.wave	bem	bem	bonse batatu nabailolesha amenso kwati pali ifyacitika elo balepaapa	they are all looking at each other as though they are amazed at something
17	1	3578914491_36019ba703.jpg	"17_7910_0_171_01_211110-062929_bem_947_elicit_0.wav
"	171	male	12.183	16000	vnd.wave	bem	toi	imbwa shibili iya kashika neya fita shile tintana iciintu kutumwa kwa shiko	Two dogs a light and dark one are pulling something with their mouth. 
4	1	3074842262_62b1b2168c.jpg	"4_790_2_41_01_211025-141527_bem_5a5_elicit_1.wav
"	41	male	7.691	16000	vnd.wave	bem	bem	kaili Aya amabula eyo ale angalilapo yali pamulu iya ulunkoto	The leaves are on top of the grass.
33	1	4690278994.jpg	"33_4782_0_331_01_211109-184157_bem_c25_elicit_0.wav
"	331	female	5.876	16000	vnd.wave	bem	nse	Umwaume umo umusungu alebutuka mulubansa	One white man is running on the ground
27	2	543712974.jpg	"27_3296_3_272_02_211110-211814_bem_f07_elicit_1.wav
"	272	male	7.328	16000	vnd.wave	bem	nya	Kupalile kwati uku kuncende kwa kwikalako  nangu kwakubombelako?	Does it look like this is a place to stay or one to work?
5	1	3137061312_eb5fdcf3fd.jpg	"5_1234_0_51_01_211102-112103_bem_e3a_elicit_0.wav
"	51	female	4.787	16000	vnd.wave	bem	bem	ishitima lilepita munyanji nalyasha namalaiti	a train is on the rail line and the lights are on
27	1	6326513189.jpg	"27_9158_4_271_01_211113-230210_bem_f07_elicit_2.wav
"	271	male	7.713	16000	vnd.wave	bem	nya	Babili bambi abafwele ifya white nabashelela umo ukulu kumo nafukama.	two others that are in white have skidded suck that one of them has one leg down
18	1	7545811884.jpg	"18_6782_0_181_01_220116-155105_bem_524_elicit_0.wav
"	181	female	3.607	16000	vnd.wave	bem	bem	umukashana alelisha ka banjo akanono	a lady is playing a violin
30	1	1303727066.jpg	"30_4066_2_301_01_211110-095828_bem_654_elicit_1.wav
"	301	male	8.78	16000	vnd.wave	bem	bem	cacine,elyo kuntanshi yakwe kuli umuntu uufwele ishati lya mutuntula	And in his front another man is in a yellow shirt.
30	2	6064872574.jpg	"30_4074_3_302_02_211109-145257_bem_dbf_elicit_1.wav
"	302	female	7.169	16000	vnd.wave	bem	bem	ico cishinka nakolonganika nobulungu patebulo	Yea, she is having beads on her table also.
12	1	2771424045_1fdf9617eb.jpg	"12_2950_4_121_01_211031-192918_bem_bd6_elicit_2.wav
"	121	male	7.827	16000	vnd.wave	bem	lam	elyo nabafwala utwamu mukoshi utwapala	they are wearing similar necklaces
17	1	3639691167.jpg	"17_6614_4_171_01_220114-141207_bem_9fd_elicit_2.wav
"	171	female	10.209	16000	vnd.wave	bem	bem	Emukwai ewowine nokuba ewulolekesha pabana aba ati beicena lilya baleteya ubwangalo ubu.	Yes he is the one, he makes sure that the children dont hurt each other while playing the game.
26	1	8205105666.jpg	"26_8706_0_261_01_211111-082201_bem_8f1_elicit_0.wav
"	261	male	5.535	16000	vnd.wave	bem	bem	Umulumendo ufwele ichakufwala cha fita naiminina naikata nomwele kuminwe	a man dressed in black is standing and holding a black knife in his hands 
1	1	2655183854_5852790214.jpg	"1_121_2_11_01_211031-114725_bem_cc3_elicit_1.wav
"	11	male	10.527	16000	vnd.wave	bem	toi	panchende balelolesha palipanga bwino namenshi yalepongoloka mumbali	there is some bush, and water flowing on the side
21	2	699038320.jpg	"21_7467_3_212_02_220115-100625_bem_62a_elicit_1.wav
"	212	female	5.467	16000	vnd.wave	bem	bem	elyo kunuma yabo kuli namayo untu afwele amagalashi neshati lya fita	And a lady in sunglasses and a white shirt stands behind them. 
22	2	3168841415.jpg	"22_2091_3_222_02_211109-175109_bem_004_elicit_1.wav
"	222	female	3.13	16000	vnd.wave	bem	nbl	muma pepala Bali shanga  ama luba	they are flowers on one side
12	2	3433259846_800a6079f0.jpg	"12_6564_1_122_02_211103-071834_bem_ce8_elicit_0.wav
"	122	male	9.528	16000	vnd.wave	bem	bem	ehe, aba abanankashi bale sambilisha abaice ifya ku shana	these ladies are teaching children how to dance
30	2	3666188658.jpg	"30_9945_1_302_02_220121-193353_bem_eb0_elicit_0.wav
"	302	female	8.122	16000	vnd.wave	bem	bem	Londolola abantu bane abalelisha inyimbo Pali ici icikope.	explain four people  singing songs on this picture
29	2	3681637675.jpg	"29_3901_1_292_02_211114-233929_bem_a9e_elicit_0.wav
"	292	female	7.078	16000	vnd.wave	bem	bem	uyu mukashana alemoneka acuma akamupila namaka saana pantu ali uwashangalala nganshi.	It looks like the lady hit the ball with a lot of power.
27	1	6878448282.jpg	"27_3278_0_271_01_211110-161035_bem_0cc_elicit_0.wav
"	271	female	5.467	16000	vnd.wave	bem	leh	Abana abanakashi babili nabemakana baletwa mwibende 	Two young girls are standing while pounding.
9	2	2302516347_26054442f9.jpg	"9_5906_1_92_02_211028-230627_bem_ebf_elicit_0.wav
"	92	female	4.877	16000	vnd.wave	bem	bem	bushe iyi mashini ili kwisa?	where exactly is this machine?
5	2	3159641529_c2c74f3eaf.jpg	"5_4928_3_52_02_220125-225830_bem_574_elicit_1.wav
"	52	female	8.53	16000	vnd.wave	bem	bem	ku cifulo iyi imbwa yili ilemoneka bwino, kabili ilebutukila pa fyani ifya fumba bwino saana,	the area in which the stock is looking very nice the grass is looking also very nice
5	1	2225231022_1632d0a5aa.jpg	"5_4940_0_51_01_220116-125700_bem_03f_elicit_0.wav
"	51	female	5.694	16000	vnd.wave	bem	bem	abanakashi babili na umwaume umo nabeminina 	two women and one men are standing
38	1	3210118347.jpg	"38_6140_0_381_01_211112-235304_bem_ba5_elicit_0.wav
"	381	male	7.101	16000	vnd.wave	bem	bem	Abana abakashana batatu nabeminina nabakwata utumipila utunono na ifyakwikatilako.	Three girls are standing with small balls and catchers in their hands.
1	2	2607130765_97833d6ce1.jpg	"1_3844_3_12_02_211103-110546_bem_2a5_elicit_1.wav
"	12	male	6.783	16000	vnd.wave	bem	bem	Bali mupepi necipanda ukuti bengishe Lelo uwakwikata nawikata umupila	they are near a goal post they want to score but the goalkeeper have held the ball
6	2	3590653633_495de5f288.jpg	"6_5047_3_62_02_211031-041719_bem_53e_elicit_1.wav
"	62	male	15.2	16000	vnd.wave	bem	bem	abalemoneka nibawishi bena nabasunsumana panshi elyo umsana wena naiminina alelanshanya nabawishi	The one who looks like the father is squatting while the child is standing as they discuss
35	1	4704942917.jpg	"35_11152_2_351_01_220118-192824_bem_ba5_elicit_1.wav
"	351	male	2.904	16000	vnd.wave	bem	bem	Pali ifyakushitisha ifingi nganshi.	There are a lot of things on sale
35	2	2272491304.jpg	"35_5381_1_352_02_220116-201003_bem_f12_elicit_0.wav
"	352	female	5.808	16000	vnd.wave	bem	bem	Aba abantu bonse nabakwata ifyakushelelelako mu mfula iyabuuta.	They all have skiing equipment
8	1	3747543364_bf5b548527.jpg	"8_5681_4_81_01_211102-100259_bem_ce8_elicit_2.wav
"	81	male	4.945	16000	vnd.wave	bem	bem	Elyo apo bali tapashikile sana 	the place they are at is not very deep at all.
38	2	4887197185.jpg	"38_11909_3_382_02_211114-185422_bem_f12_elicit_1.wav
"	382	female	3.652	16000	vnd.wave	bem	bem	Nga muminwe umu, ni ka musange kalya ekete?	is that a cellphone in his hands?
14	2	3662871327_b128d25f04.jpg	"14_7140_1_142_02_211112-114200_bem_5da_elicit_0.wav
"	142	male	4.673	16000	vnd.wave	bem	toi	Bushe iyi encende bafumine ukwisula iya kulilamo?	Is this the new eating place that was recently opened?
24	1	2572710697.jpg	"24_2679_2_241_01_211110-155824_bem_150_elicit_1.wav
"	241	female	4.219	16000	vnd.wave	bem	bem	Bafwele ifyakufwala fya beka elo fya kashikila.	She is putting on red shiny clothes.
29	2	5227528559.jpg	"29_3750_3_292_02_211114-005912_bem_a9e_elicit_1.wav
"	292	female	9.732	16000	vnd.wave	bem	bem	walungika bambi baloseshe uku bambi nabo baloleshe kumbi, umbi nao aloleshe aba abakashana baleshana	You are right, this one is facing in this direction and the other one in that direction, another one is looking at the girls that are dancing.
4	1	662606040_8cc8cd9f1b.jpg	"4_818_0_41_01_211025-155009_bem_5a5_elicit_0.wav
"	41	male	6.692	16000	vnd.wave	bem	bem	Akabwa akanono kali palunkoto kwati kale anfala	A small dog is on the grass.
33	1	3460358347.jpg	"33_4898_2_331_01_211110-222224_bem_c25_elicit_1.wav
"	331	female	9.846	16000	vnd.wave	bem	nse	Elyo kabili nakafwala itoloshi lya makumbi makumbi ne shati ilya fitilila	He is also wearing a blue trousers and a dark shirt 
38	2	3024172109.jpg	"38_11919_3_382_02_211114-191011_bem_f12_elicit_1.wav
"	382	female	6.624	16000	vnd.wave	bem	bem	Apa nga afuma mukutoloka, kupapafye ala butauka pali iyi incende iishele pamulu apa.	from jumping he will go on to running on this space left in the building
18	1	4273698621.jpg	"18_6742_2_181_01_220116-141805_bem_524_elicit_1.wav
"	181	female	6.738	16000	vnd.wave	bem	bem	chimachine chintu alelwishikana nacho chilwmoneka kwti chibomba namalihiti	the machine his trying to start looks like it works with electricity
7	1	241345905_5826a72da1.jpg	"7_5298_0_71_01_211103-172246_bem_1e5_elicit_0.wav
"	71	female	6.851	16000	vnd.wave	bem	bem	abaume babili abafwele ifya buta baleafwilisha kateya	Two men with white clothes are looking for  a player.
9	2	3090386315_87ed417814.jpg	"9_5986_3_92_02_211029-204510_bem_ebf_elicit_1.wav
"	92	female	3.97	16000	vnd.wave	bem	bem	nga Ku ncende ili kulemoneka shani?	what is the place where this dog is looking like?
13	1	143688283_a96ded20f1.jpg	"13_3209_2_131_01_211108-092328_bem_8cc_elicit_1.wav
"	131	female	10.322	16000	vnd.wave	bem	bem	Nampo ale ikila nangu ale nina. Muku chimona ale nina pantu ale lolesha kumulu afwile eko aleya 	He's either going up or down, he is looking up. He's possibly going up with the rope. 
19	2	4680828876.jpg	"19_1413_3_192_02_211110-170323_bem_d8d_elicit_1.wav
"	192	female	4.219	16000	vnd.wave	bem	leh	elyo bonse balikwata imishishi ishipi Isha fita.	they both have short black hair
29	1	481887827.jpg	"29_3719_0_291_01_211115-102705_bem_dcc_elicit_0.wav
"	291	male	7.214	16000	vnd.wave	bem	bem	Shikulu bantu, namayo pamo no mukashana nabekala bale onta umulilo	A man, a woman and a girl are sitted near thr fire.
30	1	1867334641.jpg	"30_9939_4_301_01_220124-183832_bem_c25_elicit_2.wav
"	301	male	11.888	16000	vnd.wave	bem	bem	Cilemoneka kwati aba abantu abapusanapusana imishinku balelosha umuntu uuli pacikope.	it seems these different people are mourning  a person on the picture
25	2	3253174263.jpg	"25_2729_3_252_02_211109-152028_bem_f08_elicit_1.wav
"	252	female	5.286	16000	vnd.wave	bem	bem	Elo ali nowafulwa pantu nabamusha bonse pang'anda	And he is so upset because everyone has left him alone at home.
8	1	3757598567_739b7da835.jpg	"8_1942_2_81_01_211031-111100_bem_abe_elicit_1.wav
"	81	male	4.832	16000	vnd.wave	bem	bem	Nakwata na akakwangasha aka siluvele  kuminwe	he even has a toy in his hands
25	1	4445607388.jpg	"25_2765_0_251_01_211109-155932_bem_5da_elicit_0.wav
"	251	male	4.401	16000	vnd.wave	bem	toi	Sacha naisenda ifipe nabakobekako nama flag.	A bus is carrying furnitures while flags are hanging on the bus.
28	1	6773823152.jpg	"28_3516_0_281_01_211112-091549_bem_d8d_elicit_0.wav
"	281	female	8.28	16000	vnd.wave	bem	leh	bakateya bamangalo ya roller skating baleyangala mucibansa cabo, umukashana untu ali pantanshi nafwala ishati lya katapa katapa.	Some female roller skaters are by a roller rink with a woman in front wearing green.
7	1	2579460386_94c489028d.jpg	"7_5255_4_71_01_211103-031004_bem_1e5_elicit_2.wav
"	71	female	6.171	16000	vnd.wave	bem	bem	ilesabusha namenshi elo ileya ukulefumina amenshi	yes,his moving from the top hill .
26	1	3257182199.jpg	"26_3152_0_261_01_211110-114820_bem_dcc_elicit_0.wav
"	261	male	5.127	16000	vnd.wave	bem	bem	ndemona abantu aba fwele ifyafita bali mumenshi	I can see people in black outfits in the water.
22	1	4011573507.jpg	"22_2099_4_221_01_211110-140224_bem_50c_elicit_2.wav
"	221	male	3.72	16000	vnd.wave	bem	lam	elo kuli ing'anda Ile kulwa	and there's also a house being built
35	2	3157039116.jpg	"35_5226_1_352_02_220114-120406_bem_f12_elicit_0.wav
"	352	female	6.148	16000	vnd.wave	bem	bem	Ali ku ncende ukwaba impili sana. Na apapene ali, palemoneka nga apasansama sana.	He appears to be in a mountainous area. he is standing at what appears to be a very high point.
8	2	3541162969_68fa4a60df.jpg	"8_1785_3_82_02_211026-071233_bem_ce8_elicit_1.wav
"	82	male	4.038	16000	vnd.wave	bem	bem	namenshi yalelanga ifyo alepeema 	there are also bubbles in the water to show her respiring
21	1	3253257881.jpg	"21_1775_2_211_01_211112-104242_bem_83a_elicit_1.wav
"	211	female	8.893	16000	vnd.wave	bem		cine nalimo fimuti fye fyakuyefya icifulo pantu kuli namaluba lwa  ku kuso aya malangi ya mututula na ya buta 	the tress perhaps are just for beautifying this place, because there are also some yellow and white flowers on the left.
20	1	3169184260.jpg	"20_1663_0_201_01_211111-180235_bem_dbf_elicit_0.wav
"	201	female	13.34	16000	vnd.wave	bem	bem	umwana umulumendo naiminina banina nabo nabekala mucipuna, umwana nafwala nefyakufwala fyapa caaka	a young child wearing Christmas clothes is standing while his mother is sited
4	1	2679565682_91ecd283ff.jpg	"4_879_0_41_01_211026-145810_bem_5a5_elicit_0.wav
"	41	male	4.537	16000	vnd.wave	bem	bem	Apa ndemona bashita babili mukwai	There are two men.
5	1	3693297007_94512e861e.jpg	"5_1143_4_51_01_211102-073743_bem_e3a_elicit_2.wav
"	51	female	3.13	16000	vnd.wave	bem	bem	kuntanshi yabo kulemoneka ifimuti	there are also a lot of trees
1	2	874665322_9ad05c4065.jpg	"1_84_3_12_02_211026-163028_bem_d90_elicit_1.wav
"	12	male	9.211	16000	vnd.wave	bem	bem	imbwa nalikwata intambo iyo ipitila pachifuba nokuahungukila kunuma bushe finshi filechitika?	this dog also has a belt around its neck
4	1	219070971_ae43410b9e.jpg	"4_984_4_41_01_211027-153835_bem_5a5_elicit_2.wav
"	41	male	8.643	16000	vnd.wave	bem	bem	ndemona namakumbi aya pusana mumulu, yamba aya buta elo yambi aya leta infula	The place has tall grass.
6	1	2924908529_0ecb3cdbaa.jpg	"6_5162_2_61_01_211029-055822_bem_976_elicit_1.wav
"	61	male	15.54	16000	vnd.wave	bem	bem	kunuma yabo kuli nomwaume uwabuta inkanda uwufwele ifyakufwala ifuabuta nafwala amakalashi kumenso elyo nafwala nakasote kabutulukila. 	Behind them there is  a white  man wearing white clothes with glasses and a white cap.
11	2	3503544012_1771be9d3a.jpg	"11_6305_1_112_02_211101-204352_bem_574_elicit_0.wav
"	112	female	3.425	16000	vnd.wave	bem	bem	Babili nabekatana balelwila umupila	two are fighting for the ball
35	2	2295750198.jpg	"35_10981_1_352_02_220117-171926_bem_f12_elicit_0.wav
"	352	female	3.221	16000	vnd.wave	bem	bem	Kalemoneka kaleangala .	She looks like she is playing.
