pair_id	sentence_id	bem_transcription	en_translation
18	1	|	Yea, it looks neat as if it is not the surrounding.
4	1	Pambali pali naumbi umwana uwikele ko pakapuna kapanse	There is another child sitted on the chair.
10	1	limbi kuti beshile mukwangala no mwana wabo	Maybe he has come to play with his son 
30	1	cinkuputi waba shilika naiminina ubusaka 	A battalion of a military men is standing uniformly. 
16	1	Emukwai bafuma kukalale kambi nomba saca yacikokola ukwima ecobafikila icungulo bushiku.	They are from a different town.
19	2	umwaice umo nafwala ifyakufwala fyamakumbi makumbi, elyo alepanta nomupila.	one of the children is wearing blue clothes and kicking the ball
28	1	elyo kabili mwibuma muli shitata untu afwele akasote kafita elyo ne shati lya katapa katapa naikata na banjo.	And within the watching crowd a man in a black cap and green shirt is holding his guitar.
31	1	nomba tabafwele utwaku icingilila pamyona napatunwa uku kuntu babelele	but they aren't wearing any masks to protect themselves
8	1	apo afikile pali na apakutushisha 	he has just reached at a place where he can actually rest.
15	2	kalina ilangi ilya kashikala 	it has brown fur
8	1	Kabili napaapa na icola	he is even carrying a bag on his back
21	2	uyu umulumendo Ali nomunakwe bonse babili bankanda yabuta.	He is with a friend and both are light-coloured skin.
21	1	Umukashana ufwele ifyafita namakalashi aletinika ka lamya kakwe.	A lady wearing black with sunglasses on is pressing her phone.
38	1	Limbi tasefyako ifyo balesefya, nangu limbi tatemwafye ifyakufwala ifya uyu musango.	maybe he doesn’t take part in their clelebrations or he doesn’t want to wear that type of attire
18	2	limbi kuti caba ati pali ebo alelolela nomba balekokola ukwisa.	It could also be that she is waiting for someone who just took so long.
18	2	nafwala ichisote icha kuichingilisha kubusanso nabikapo nama galashi	he's wearing a protective hat
5	2	kunuma yabo kuli ishitolo lya bwalwa	there is a liquor store behind them
17	1	Kenshya wancinga ale enshya incinga pa bulalo	A bycicle is riding the bycicle on the bridge. 
29	1	aba bantu cimoneka kwati balabelela,cifwile kale batampa ukubomba incito shamusango uyu.	It looks like they are used, it's like they have been doing such jobs for a long time.
4	2	umo mulumendo nakwata naka kapu mukuboko yakwe iyikwe nefyakunwa mukati	There is a tree with leaves next to them.
29	2	uyu wine musebo balepitamo ulemoneka walitalalila saana,kwati takwikala nabantu.	This road seems not to be busy as if there are no people.
16	1	Abalumendo batatu nabeminina panse yetuka bashitishamo ifya kulya balenwa nokupepa fwaka.	Three young men are standing  near a shop while drinking and smoking.
37	1	umuntu nanina pedonki kabili idonki lilebutuka	A man is riding on the horse
37	1	Pakushelela ali na ifisapato ifyo bakashelela bafwala elyo na inkoto muminwe	He is also wearing the ice skaters boots and has skater's rods in his hands
20	1	eya pantu Pali icisankano cafintu apa, elyo akakashana kalebelenga necitabo	that's right because there's a mixture of things here, and the girl is even reading a book
31	1	Umusungu umwaume alemoneka alebombela pacililata icikalamba	the white man seems to be working on a big iron sheet
18	1	Abakashana babili nabasekelela,umo naikata nomunankwe pakubeya.	Two ladies have smiled, one is even held on her friend's shoulder.
5	1	elo ale enda muci bwendo ici, na fukama elo ale anfula noku anfula, cilemoneka ici bwendo ici, te cikulu saana icakuti enga enda uwa iminina 	this girl is kneeling and crawling a she's passing through this tunnel because this tunnel is not big enough for her to standing
6	1	utubaice tutatu utwabuta inkanda tuli  kimbali yamumana tuleyangala. elyo apo tuleyangala pali amabwe.	Three white kids are on the seashore playing. They are playing where there are rocks. 
17	1	cacine kabili uyu shi tata nafwala icisote kumutwe icakwi cingilila 	That's true and this man is wearing a helmet on his head for protection. 
9	1	ali kuncende ya meenshi yakosa ukuli na ifimuti ifitali	She is at a place with snow  and tall trees
14	2	indeleshi afwele ilemoneka nga chinyau nelyo napanuma Ili naikwata ichipunda yintu yalepuka 	The dress the person is wearing looks a masked cultural dancer even though it has hole on the back.
4	1	Uyu umulumendo pamwela ali, ale pilibuka ama back sama	The man is in the air.
14	2	Bushe ewuyu mukashana wingila panshi yakamana nokubika isumbu lyakulobelako isabi?	Is this the lady that goes under water to place the fishing net?
35	1	Bushe cikuulwa camusangonshi ici?	What type of building is this?
13	1	Aba kalamba na baiche bale angala pa tu menshi utu nono pa musebo eto bale isansa	A woman with some kids are playing on water that seems little on the road and they are splashing themselves. 
14	1	Umukashana ufwele ilaya lya fita nensapato,icola nakaliluba mumutwe ifyakashika,alepita apali umulumendo alebika injinga,nebumba lyabantu pantanshi yakwe abakwete ifyola.	A lady wearing a black dress with red shoes, a bag and a flower on her head is passing besides a guy who is parking his bicycle in a place were there a lot of people with bags in front of them.
7	1	imbwa yabuta ilebutuka	A white dog is running.
38	1	Umwaume umo aletapilisha icimpasha ca kwa Yesu icapangwa mumucanga.	one man is watering a likeness of Jesus that has been made in the sand
16	2	efyo chipalile bale taya volleyball mumichanga 	It looks like they are playing volleball in the sand.
11	1	Bushe namona ukuti ishi mbwa shalibuuta kwati ni mfula yabunga bunga bwino?	have you noticed that these dogs are as white as snow?
5	1	kunuma yabo kulemoneka nefimuti ifingi ifyafubilila pamo	they are trees and they are a lot
26	1	Elo epo baimanine pale mweneka kwati pali ama shopu sana	no they don't, maybe they have been passing there for a long time
8	1	Shonse shibili shikwete ilangi ilyakashikila	these dogs are brownish in colour
13	1	Chifwile bale lolela umuntu apa bekele. Mupepi, pali nechile moneka kwati chaku posamo ifi soso	He must be waiting for someone where he is, there's also a bin near him.
16	2	Bushe ici ecikulwa cabwalwa baiswile mu ncende iyi?	Is this the new building which was built?
18	2	elyo imisekele yabakote taipwa bwangu,ndemona balaposapo saana inshita pakuti baleke ukuseka.	And the way old folks take long laughing, it is not anytime soon.
10	1	nafwala ne fya kufwala fyakumu cinjilila ukuicena nga apona	He's even wearing safety attire, to protect him in case he falls 
11	1	Aleshelela pakakunyantapo akakwete amawilo 	he is ice skating on snow
20	2	Alifye uwaendesha ukuya kung'anda, lubali lumbi nalo kuli nashitata uulifye nakacola nalolesha panshi.	she is walking rushing to go home, on the other side there's a man who is facing down with a bag 
1	1	elyo kwena shonse shili nashasamafye kukanwa elyo shilelwa, elyo Imbwa iyakwata amafufu ayabuta yalikwata utumatoni mumatanta mukati	both dogs have opened the mouths while fighting.the white dog has dots in the thighs
29	1	elyo umwaume wacikalamba umo nafwala amakalashi elyo kuli ifyo alebelenga mu minwe yakwe.	there is an old man wearing glasses and reading something.
4	2	Pali ishi imisepela,pali abanakashi babili, no mwaume umo ukwete imishishi iyitali sana pakati yamutwe wakwe	Among the youths,there are two ladies,one man.
35	1	Nalimo pali akanama akabutukilemo ako ilefwaya ukwikata.	It could be trying to catch a rodent that has run into the snow
19	2	tafwele lelo tafwele neshati	He is not wearing a shirt
30	1	Ici icikope cilelangisha imbwa iyamafufu ayabutulukila.	This picture is showing a dog with brown fur
26	2	ala efyatemwa abanesu abangeleshi  pakusamba bene Bala bikmo ipofu mumenshi ilibgi	this is what our friends Europe love, putting bubbles in water when bathing 
12	2	Kunuma kuli nebwato iyi kulu ileisa kutanshi	there is a big boat coming in front from behind
15	2	ku kuso kwabo kuli na imbwa iyafiita	there is black dog on the left
21	1	Nyina wabana batatu ali pabusanshi nabana babili, uwacitatu naiminina.	A mother of three is in bed with two, and the third one kid standing nearby.
26	1	Shitata alipanse yang'anda aleikila pamutanto wa ng'anda	this man is outside the house going down the stairs 
13	1	Chifwile tonse utu tunale ale fwaya imbwa ikwanishe uku twikata	Maybe he wants the dog to manage in catching all of the plates he is throwing.
13	1	Umwanakashi ale butuka pa abale chimfyanya muku butuka pa ntamfu iyi tali sana. Umbi umwaume ali munuma nankwe ale butuka	A woman is running among others runners in what seems to be a relay race. A man behind her who's also running is part of the race.
13	1	Umwaume umo ale angala eka elyo Bambi abantu baleichitila ifyabo mupepi napali Umwaume uwuleangala	A man is playing alone, others are doing their own things near the said man.
25	1	Abaume abakalamba  nabeminina beka mukashila kabili nababika ukuboko kwabo pa mpumi	An older  man is standing alone on a  narrow road and has out his hand on his forehead 
35	1	Alemoneka ngoulewamya ici ci mashini ico babomfya pamukoti.	He looks like he is fixing this machine that is used in the mine.
19	2	kunuma yabo kuli ichikulwa nechibi nachisuka	"
There is a building which has an open door."
1	1	abaume babili abafwele ifyafita Fifi bali pakati yamulamba alekunkuluka patubwato utwakunyantapo fye	two men wearing black clothes are on skating board on water
18	1	Ichikulwa emaninepo chikalamba nachikwata amatuka panshi elyo pamulu palemoneka amayanda	the building he strands on, it's too big there's a shops under and house at the top
33	2	Imbwa imo inono kabili imbi ikalamba, shonse shibili shali buuta	Both dogs are white, one looks way smaller than the other
15	1	kabili umumana waba panshi ya mabwe ayakalamba	the river is under large stones.
8	2	Cilepala alesambilila ifya kucibomfya	perhaps he is learning how to use it
5	1	pantu bali pakuponena mumenshi	because they want to dive into the water and start swimming
29	1	elyo shikulu bantu uyu ali kukulyo efyo aleloleshapo uyu mukashana cipalile kwati nasekelamo mufyo alecita.	The way the man on the right is looking at the lady it's like he is happy with what she is doing.
38	1	Bushe cinshi ici isendele kukanwa?	What is it carrying in its mouth?
5	1	abantu abali fine apali shitata umo, umulumendo, umwana umunakashi umunono na umukashana bali ku ncende imo ifi	four people, a man, a woman, a boy and a girl are in a certain area
5	1	umwanakashi nafwala nakasote kakupikula kuminwe	a woman is wearing a headsoc 
8	1	Bonse babili nabasekelela	they are both smiling.
14	2	Bushe umukashana uyu muntu umowine ubomba panganda iyi nangula mwana wabene wanganda?	Is this lady a worker at this house or she is the daughter to the owner?
39	1	Cishinka sana, nabo bena balemoneka kwati nalimo balelanshanyapo fimo, kabili kumbali mupepi ne tebulo lyakwe kuli akamwana kalumendo keminine akafwele icisote cakashikila. kalelolekesha ifyo aletampa ukulemba pacipepala	it seems they too are discussing something, beside the table is a little boy standing in a red cap looking at what the doctor is about to start writing
32	2	Bonse abaana nabaposako saana amano kufyo baletamba paci tunshi tunshi 	All the children have paid attention to what they are watching on the television.
31	2	nabombesha icine cine ukulingana nefyo alemoneka	he has worked very hard judging by his appearance
5	1	Umwana emishe namukwapula pa musana wakwe, umwana na fwala na indyato naikatilila na nina wakwe	she is carrying a child on her waist who is wearing sandals
12	1	umulumendo umwaice alende no umupila mu minwe 	a boy is walking with a ball in his hands
39	1	Imbwa Ili mucibansa umuli ifyani ifyayemba ifyelangi lya katapakatapaka panshita ya kasuba	a dog is in the bush full of green grass in the afternoon
32	2	umo afwele ishati ilyabuta elyo umbi afwele ishati ilyamalangi iyakashikila	One is putting on a red shirt and the other one is puuting on a white shirt.
6	1	ifili kumbali filemoneka fyamataba ifyauma elyo kwati balusombola kale ifilimwa fyabo. 	Those on the side can be dry maize stems and maybe they harvested a time ago.
16	1	ibumba lyabantu abengi nabeminina elo balemoneka abansansa.	A group of people are standing while looking happy.
26	1	Efyo chilemoneka elo umbi namayo na iminina aleyolola	That's how it seems and a woman is stretching herself.
33	1	Kunuma yakwe ku mbali yakamana kuli impanga umuli ifimuti ifingi	Besides the river there is a bush with trees
8	1	Mumulonga muli amabwe 	there are stones in the river.
22	1	panshi mu cani kuli ama bula	they are some flowers on the lawn
18	2	ili ibumba lyabantu lilemoneka kwati lili mukucimfyanya,mukumona uwalabutukapo bwangu.	This crowd looks like competing for one winner out of them all.
12	1	Nafuti kuli nabambi abekele pafi puna mupepi na menshi	there other people sitting on chairs near water
27	2	Bushe cilemoneka kwati baleloleshenshi kunuma?	What does it look like they are staring at behind?
27	1	Bashitata nabemya plastic elyo mukati mulemoneka icakuputulilako maplanga.	A man is lifting a plastic bag that seems to have an arc saw inside
13	2	Bale moneka kwati bali pa lwendo kuli efyo bale fwaya	He seems to be on journey, he must be heading somewhere. 
5	2	Cine, elo ekele mupepi ne ncinga yakwe iyakwata ilangi lyabutulukila nelya fitilila iyo ashintilishe ku cibumba ca cikuulwa 	he is sitting on on a buildings stairs that are in bad condition broken down and painted on
2	1	imbwa naitoloka ilinga ilyo bapangila ne ntambo Sha cela .	a dog is jumping over a barbed wire fence
9	1	akabwa akanono akabutulukila kalebutuka mu cibansa keka	a small, brown dog is in a field running about.
33	2	Uyu umwanakashi nabika iminwe mumatumba ye toloshi afwele kabili na ncensa	This lady is smiling and has her hands put in the pockets of her trousers 
6	2	mupepi nepo iminine pali icibi icitwala umo baposa ifisoso umulemoneka umwakomwa	There is a door that leads to where they throw litter where  he is standing.
15	1	aleangala icangalo ca kushelela	he is skateboarding.
11	2	Cine, elo kabili finshi akwete ku kuboko kwa kukuso ?	what is she holding in her left hand?
39	1	abaume bane bali pa bakabalwe babo abafiitulukila kabili balebabutusha	four men are on brown horses and they are running
19	2	eya uyu namayo nafwala akantu kumunwe, elyo umushishi wakwe naufimba pa mpumi.	her hair is covering her forehead
37	1	kabili kuli na ifimuti mupepi ifingi ifya yemba	there are a lot fresh trees nearing the golf course 
1	2	alemoneka natoloka Sana bushe mangalo nshi aya?	he is very high up. what game is it?
11	1	Ababomfi bakucipatala ababutukila ukuli ubukangalume nabeminina ukushinguluka icakwenseshapo abaisanga mu mafya	some male paramedics are standing besides a stretcher
13	2	Ele moneka mayo mone fintu efyo ya temwisha sana	It must being seeing something that it loves. 
6	2	abemishe umwana cilemoneka bafyashi bakwe abaume elyo tabafwele neshati	the man lifting the baby can be the father and he's not wearing a shirt.
25	1	Cilemoneka kwati ubulwele bwakwe nabubapesha amano sana pantu bwakulisha.	It looks like the sickness is very big and they do ont know what to do.
29	1	umwaice naikata imbale mu minwe elyo naimya ukuboko mu muulu.	A child is holding a plate on one hand and has raised the other hand.
10	1	limolimo kuti yaba mangalo nangula kulifye eko aleya 	Sometimes it maybe a game but sometimes it may just be that he is going somewhere 
8	2	Aleteya akamupila akanoono	he is playing with a small ball
35	1	Ukukwine bali kulemoneka kwati kaculu akanono elyo na ifimuti.	This place appears to have a small hill and some trees
36	2	petubulo apa pali na shitata alebelenga citabo icilemoneka kwati cipingo 	On the table there is a man reading a book that looks like a Bible
8	1	Cili nimunshita ya cungulo	it is around evening time
9	1	abantu abengi bali pa ncende imo nabeminina elyo bambi baleenda	Alot of people are at one place. others are sitting while others are walking
13	1	Nangula beshile mukwangala pamo nembwa	Or maybe they have come to play together with the dogs. 
14	1	Abati imbwa iyi mwana wapangànda  acisenda ukuti baleya mukwangala nayo mumpanga.	It is a child that carried it so that he can go and play with it in the bush.
21	1	Takafwelepo nansapato, kalifye pyeni lelo takaletina na imyambo ukukengila.	He is without shoes but bearfooted, though unmindful of worms.
13	1	Tapali nafimbi shili pa kulwa imbwa shibili ishi	There's nothing else about to apart from them fighting. 
14	1	Imbwa inono naikwata ka toy aka kashika kukanwa kunuma kuli nembwa ikalamba.	A small dog is holding a small red toy by it's mouth behind it is a big dog.
17	2	Eehe nasumina kabili ilemoneka tayaina sana iyi imbwa	Yes i agree, and this dog looks like it's not that fat. 
17	2	eehe kabili kunuma yambwa ishi shibili nakwiminina bashi tata babili	yes and behind these two dogs there are two men standing. 
20	2	Nabafwala ifyakuicingililako (PPEs) mumilimo yabo.	they are wearing personal protective equipment on their job
1	2	bushe chibomba shani	what is the purpose of the machine?
22	1	Aba lumendo babili bale lanshanya	two young men are talking
39	1	kabili uyu wine mwanakashi nakwata ne chola elyo kabili babili pabali kunuma bena bafwele ama siketi	one lady has a long break pack them the other two behind are wearing skirts
39	2	elyo nakabili cilemoneka kwati napapa notufyola tunono munuma, lyena umo natangilako panono ilyo alecofa	they seem to be carrying tiny back packs, then one seems to be ahead of the other
17	1	Emukwai ekokwine, abantu nabaya ati bashiteko ifintu pantu imitengo sha uku shaliba bwino sana.	Yes this is it, they have gone to buy things because the prices are fair.
30	2	elyo bonse batatu nabaposa amano mukukopa	And all of them are so focused on doing so.
4	1	Aka akabwa aka nono aka kwete amatwi ayakulu kale lolesha akamuti eko kale angala nakena	The grass is nice.
1	2	kunuuma Nako kuli imbwa iyafita	behind the white dog is a black dog
9	1	kwena nabeminina apali ba mashini ba palile kwati ba filimba, kabili bonse nabaposako sana amano.	they are standing in front of what seems to be sound system and they have paid close attention.
16	1	Utubawa utunono utwabuta natulala pe bulangeti.	Small dogs are sleeping on a blanket.
13	2	Alemoneka eminine pamulu uwama yanda. Nafwala nefima bango ifingi kuminwe	She seems to be standing on top of the houses. She is wearing lots of bracelets on her hand. 
9	1	imbwa shibili shili panse akasuba pa fyani	Two dogs are out side on the grass
11	1	bushe naumona ifyo acitile ku kanwa ilyo alepapa?	have you seen her expression as she is shocked?
18	1	efyo cilepala boi,elyo balemoneka ati balabombesha saana aba bantu,imimonekele yabo ilelondolola fyonse.	Looks so dear and they are likely to be hard working, just their looks speak volumes.
12	2	Elyo, akali kunuma nakekata akali pantanshi	the one behind is holding the one in front
39	1	pa ntashi yakwe pali umuseke bushe finshi Fili muli uyu museke?	there's a basket in front of him, what's inside the basket?
12	1	nafwala nechampepo icha kashika	he is wearing a red jersey
6	1	alemoneka namaayo uyu aleyenda mukalale nangula abantu abengi tabalemoneka uko baleyenda mupepi naena.	It seems the lady is walking in town even  though not a lotbof people can be seen walking close to her.
27	2	Efyo afwalile icakwicingilila pa cinso cakwe aletina icinso ukupya.	That's why he is wearing something to cover his face. He is scared of getting burnt.
18	2	ibumba lilimo naba shitaata naba namayo	it's a group of men and women
9	1	umwana mulumendo naikala panse  pakapuna mupepi netebulo munshita ya kasuba	A young boy child is seated on a chair outside that is in front of the table in the afternoon.
25	2	Ababomfi bapang'anda pamyabo ebatwele umwana mukwangala emashiwi babashilile kuli banina wa mwana	Workers of the house are the ones who took the child to play acording to the instructions the parents left.
25	1	Emuukwai ichi echikulwa abantu abapusana pusana besa mukutushishamo nokusansamuka.	Yes this is the building where many people come to rest and enjoy themselves.
18	2	bonse babili nabfwala ifisote ifibafimbile pamenso pakuti bengaichingilia kubusanso	they wearing a protective hats
18	1	Ifilimwa fintu baleshitisha mumaliketi fili nga ifibimbi, ifipushi, imyungu, mantimanti nanguka tomato elyo nafimbi po	among the things they are selling are cucumber,pumpkins,squash,tomatoes and some other things
8	1	Umulumendo nanina pa mulu wa cakucilikila umusebo	a man is standing on top of what is used to block the road.
25	1	umukoloci uno naikala pacipuna ca tumipeto ico balya abalemana bendelapo	An old person is sitting on a wheelchair that is used by handicapped persons 
5	2	Bushe finshi filecitika kuli ici cifulo bali aba bantu? 	what do you think is happening here?
8	1	nabafwala na ifyakufwala ifya macungwa macungwa 	they are dressed in orange clothing
30	1	alemoneka uuntu wankashiwa mukupeluka	Looks like she has been well trained in swinging.
18	1	Ilingi inceende bakapokola bacingilila umusaango uyu ninshi pali ubusanso nangula pali ifintu bacili balefwailikishapo	when policemen put this rope it means there's an accident or there's something they are investigating
4	2	uyu wishi nowaice umwaume beminine nao naba fwala ifya fita	The man and the child are putting on black clothes.
20	2	Kaili babilifye ebaloleshe na mucikope, lintu umbi aloleshe panshi nga uule bebeta ifili muminwe.	only two of them are looking at the camera while the other one is facing down at what's in her hands
20	2	awe cacine limbi bacilakolwa apa elo babwela eko baciya	that could be true, it could be they are have just come back from drinking
35	1	Bushe nikwisa uku uyu umukashana ali na imbwa yakwe?	Where exactly is this woman and her dog?
25	1	Bawishi nabo bebele Isa nkulele mwana wandi, nga wakula ici icimbaya mbaya cikaba cobe mwana wandi.  	The father says'come you sit on my laps my child when you roe up this car will be yours.'
19	1	kuminwe nakwata na kamera iyo alebomfya	is holding a camera on the hands
38	1	Kwena kuli utupuna utwingi, tumo tapekele na abantu.	there are many seats some are empty
11	1	baleteya icangalo umo balebomfya akamupila akanono ako belepepeka ukubomfya ifi fipyango ifitali	they are using them to play a game were they chase a small ball in a game they are playing
16	1	aka akamwana akanakashi kalemoneka kwati kalebutukila chimo	A baby girl is running for something.
26	2	cishinka elo nafishako namu calufumo ukukulakwakwe	it's true, and his reached a stomach level building
22	1	namayo ale  enda uku ale bilikisha	a lady is walking and shouting
18	2	Akasuba nako nakasanika ubusaka saana, kamoneka bwino saana lilya kasanika pamenshi asabwishe.	The sun is brightly shining on the water, even his hair shines nicely.
11	2	Nge fyo mwisamba ye linga ni finshi?	What  is that under the fence ?
4	1	Ndemona shitata naikata akamuti noouboko kwakwe	A man is holding a stick in his hands.
1	2	baleyensha mucaani, icaani cilemoneka icauma	they are driving in  some dry grass 
36	1	Bashitata babili nabekala akatalamukila umwakutusisha pambali yamusebo. umo ekele kukuso elyo umbi kukulyo.  	two men are seated afar in  a park on side of the road , one is one the left the other on the right
18	2	ii ncende ilemoneka kwati palasangwa saana ifintu ificitikapo pantu abantu abalepitapo bafulisha.	This place looks like a busy area with so much to be done around.
39	2	bushe ulemona ukuti cinshi umwana akelilila?	why do you think he is crying?
15	2	umo mwanakashi elyo umo mwaume	one is female and the other one is male
27	1	Lulya balebombela pamo, balekonka uletungulula imilimo 	While they are stretching together, they are following the woman who's leading.
22	2	kulibali lumbi kuli fimuti	they are trees on the other side
5	2	pali batatu ayalemoneka aba ku ka bungo kamokene, umo na ikata na umupila ale butuka nao, afwele ishayiblya makumbi makumbi na kaputula ya buuta pamo nabacibusa bakwe	three of them look like they are from the same team one is holding the football and is running with it he is wearing a blue shirt and a white short together with his peers
2	2	mu cibansa muli utufyani tunono utwafumba lelo kumbi takuli nelyo cimo kwati mushili fye	the grass in the pitch has dry paytches in it
37	2	Bonse balina ifikuti mumitwe yabo	they have all plaited their hair
29	1	umukashana umo naiminina pakati kama tebulo yabili ayabuta nalolesha napanshi.	A lady is standing in between two white tables while facing down.
10	2	Nomba intanfu ukulepensha, bushe uletipo shani? 	What can you say about his long foot steps 
33	1	umbi  amwimishe ku molu umbi ku chifuba kabili bali abasansa nganshi	They are very excited; one has carried her from the chest and the other from the legs
25	1	akatalmukila kulemoneka bemba apali namabimbi elo na umuntu uwiminine pa micanga	And at a distance there is a sea that has waves with a person standing on the sand
36	2	Kumbali yakwa shitata emishe umwana kuli abana babili nabo bali mufyakufwala nga filya fifwele abacikulile 	Behind the man who is carrying a child there are two children wearing the same clothes like that old old people 
15	1	elyo nalolesha napanshi naimya na amaboko mu muulu	he is looking down with his hands up
28	1	Abana babibili naba lala panshi epo babanshikile, pali no mwanakashi uule batamba	Two children are sleeping down with something spread on the ground, there's a woman watching them.  
33	1	Uyu, uwa caice afwele kaputula wa kashika-kashika kaili tafwele inshati	This boy is wearing a red pants and he is shirtless
22	2	umulumendo Ali Ina,Ali kwata nolufumo	he has a tummy
11	2	finshi alecita umwana?	Yes it is , it seems to be heading somewhere
19	2	namayo namwentula noku mwentula	the lady is smiling
2	2	afwele akalilaya aka kashika akepi aka lepwike mumbali yakako, palai na ama lembo ya buta pantanshi ya laya	she is wearing a short red dress with a slit and it has words on it
11	2	Nga , abantu kunse iyelinga balecita inshi?	what about these people outside the short fence?
21	2	umo afwele icabuta elyo umbi afwele ica kashika, bonse babili abakashana balifye aba sekelela	one of them is wearing white clothing whereas the other one is wearing red clothing.  these children look very happy.
39	1	Alesala tomato wakashika ili pe tebulo apali indupe shibili isha tomato isho umwaume uufwele ishati lyabutukila elyo nakasote kabuuta nomuntuntula aleshitisha	she's choosing from the red tomatoes in two baskets that the man in the grey shirt and white and yellow cap is selling
8	2	Kabili nakobeka necilimba cakwe mu mukoshi	he is even carrying his guitar around his neck
35	1	Abume ababuuta inkanda nabekala panse.	Some white men are sitting outside
21	1	Hahaha hahaha wasosa bwino sana, imbwa nangula mwabundile nayo mubwato yena kuti yapusuka wewaiteka waloba.	Hahaha hahaha I like that fact, dogs can survive the owner dies.
37	2	shitata uuli pantanshi nakobeka nakakope mumukoshi	the man in front has an ID in his neck
24	1	Kunuma ya mukashana kubelele ing'anda ya machuungwa. 	Behind her,there is a house with oranges.
1	2	emo imbwa ilenyanta muli umwabuuta	where the dog is stepping it's white 
31	2	nakatolekesha nganshi elyo bashitata bekele pa chimbayambaya balekalumbilisha 	it has jumped very high and there are some men sitting on a vehichle cheering for it
27	2	Eyamukwai elo baleposako amano ukuyensha umwana teti apone.	Yes and she's paying attention the child can't fall.
27	2	Utu utuma kapu tulemoneka ukubuta kwati nalimo nababika ama kendulo, bushe efyo?	they are white cups as though they are for putting candles inside, are they?
27	1	Balemoneka bali mucitemwiko balelanda nelyashi 	The seem to be in love and are chatting. 
13	1	Imbwa na ibutuka pa fyani elo naba ifwika icha balala pa mubili	A dog is running on the grass with dog's clothes on it that's look colourful. 
20	2	Katolweke ukufuma pacibumbili kunuma, elyo kabutukila palunkoto. 	see has jumped off of a fence behind, then she ran on the lawn
27	1	Elyo ibumba lyabantu iletamba panse pacibansa.	there's a group of people watching them play
37	1	akakashana nakanina kuchimuti nakekata na ukuboko kwakukulyo kumusambo	a girl is  in a tree,she holding a branch with her right hand
19	2	bashikulubantu nabekwita amaboko mukweba ati epona 	the man is holding the hands of the baby in protecting the baby to fall
28	1	Efyo cile moneka, cifwile ile fwaya ukwikatapo cimo icili kuntanshi	That's how it seems, it wan to hunt down something in front of it.  
12	1	Imbwa iyafita, ile tusha pali ilibwe iyikulu	A black dog is resting on a big rock
1	1	bonse balemoneka nabamwentula elyo balesenda ifikope.	they are smiling as they are taking pictures.
12	2	ehe elyo iyi nchende kuli ama bula aya uma	this same place has dry leaves
1	1	ubelele kukulyo naisuba ifyabuta ukutampila pamenso ukufika kumolu nelyo kuminwe kuntu kwasubwa ifyafita	the one on the right has painted her self with white starting from the face to the legs.the hands have been painted black
5	1	shimbi imbwa nashitangila elo shibi nashi shalila, imbwa ishi shile moneka isha mitundu umo wine	these dogs look of the same breed
8	1	Abanakashi babili nabamwentula	two women are smiling
15	2	nalimo nabamutwala ukwangalila abana	maybe they haveb taken this child to a playing ground
25	2	Nimbona bawishi nabalela umwana wabo umwanakashi kabili pali ifyo balemutotosha mu matwi yakwe	certainly. a father has a girl child in his laps and it seems that he is whispering something into her ears 
1	1	chipalile bale angala nangala baumfwa bwino pakumonana	it seems they are enjoying each other's company and are happy to have seen one other
16	1	umukashana nafukama kuma snow alekakila isapato sha muntu umbi ishamakumbi makumbi	A woman is squarting in the snow.
30	2	bonse baletamba umulumendo uulechitapo fimo 	They all are watching a certain gentleman.
12	1	Chipalile taku lepita abantu mumu sebo uku tamba aba baume aba lelisha banjo	there are no people passing to watch  when the old man is playing guitar
2	2	umusebo kaleendamo teukulu sans ULI fye uwalinga elyo akabwa nakemya amatwi yabilibmu muulu	the road it is raining in is not very big this small dog even has its ears in the air
2	2	umwana umo alemoneka kwati Ali mupepi no kutolekela pa menshi kabili nafwala na mwelela.	there's a child who looks like she is ready to jump on the water
30	1	Eya incende ilemoneka intu yatalala	For sure, this place looks like a cold one.
7	1	imbwa iyafita ili mufyani	A black dog is in the grass.
18	2	Mucikulwa muli amalaiti ayalekana lekana ayo aylesanika	the building has different kinds of light that are switched on
16	1	Shikulu bantu ali kuncende uko balekula	An old msn id in s building place.
28	2	Nakwata na amashikiyo kukutwi, alikwata na umushishi uutali umbi upitile na palinso.	She also has silver earrings, and a brown long hair some of is even in front.
21	1	Pakuti bamoneko ifyo shikulubantu uyu alacita.	So as to see how he prepares these carrots.
36	1	eya mune  iyi incende kwaliba ifimuti ifingi ifya katapa-katapa	and this place has a lot of green trees
29	1	ee boi cilemoneka kwati uuli panuma cibusa camwaume ali pantanshi alemushindikako.	Yes it looks like the one behind is friends with the guy that is front and he is escorting hm.
10	2	Nga ifi ifyaku fwala ifwele fyafuma kwi, elyo cinshi baifwikila	These clothes it has been worn, where have they come from, and why have they dressed it? 
35	2	Elyo akakene akacepeleko icimo kalemoneka kwati balikaputula umucila.	The smaller one appears to have had its tail cut short
5	2	Cine aleipakisha sana, Nga aba abaume bali kukulyo balecita inshi bena ?	what about the one on the right? what is he doing?
10	2	bushe mangalo aya nangula baponenefye icamutwe	Is this a game or maybe he's just fallen upside down? 
2	2	kuli umo uuli ku ntanshi elyo umo aleendela ku numa	one is in Front and the other is lagging behind
20	2	elyo kunuma yakwe kuli na umusungu umulumendo wikele pa lunkoto 	behind the person is a young white man sitting on a lawn
