pair_id	sentence_id	bem_transcription	en_translation
7	1	balemoneka kwati mabuumba yabili ayaupana	They look like two couples.
21	1	Kabili ukumulolekesha alemoneka nga uulefuma panuma yakwisula buti.	And looking closely she is just from opening the bonet.  
38	2	Kwena kucenjelesha pa kwensha ifimbayambaya na ukucimfyanya na abantu.	You must be very skilled to drive and compete against others.
35	2	Inga finshi balecita?	What are they doing?
30	1	awe tekuti apone mune pantu balaikaka imishipi sha kuicingilila pali ici icimpelwa	No my dear, the swinger is tied up properly with belts.
34	1	ale angala pa menshi	having fun in the water 
4	1	Iyi incende balipo, pali ulunkoto ne myotoka shibili shili kunuma yabo	There is grass at the place.
11	2	Mulandu nshi baleshelela pa menshi?	why are they skating?
37	1	elyo muli na utumabimbi utunono	there are also small hills around the river
15	1	mulandu nshi kapinga ilemonekela iya busaka?	why does the loan grass look so healthy?
8	1	cilepala nabamusha eco alelilila 	it seems he has been left, thus he is crying
25	2	kuli abantu abapusana pusana uko ku ncende ali namayo	There are many different individuals at the place were the  woman is?
6	1	kunuma yakwe kulemoneka icikulwa icikalamba nganshi ica buta elyo icakulwa ubusaka	Behind him there is a beautifully built white building.
27	2	Epo kapelele akashila aka, pali akamuti akatali pakali pama  bwato.	at the end of this road is a tall tree where they are boats
9	1	cilemoneka kwati Alesha pakuti abantu balebika impiya mumuseke uli pantanshi yakwe	there's even a basket for the listeners to give some money.
39	2	caliyemba, kabili uyu mwanakashi nasekelela nga nshi ilyo alemona fyo balemulanga	it's beautiful and the lady is happy to see what she's being taught
11	1	Nakaka intambo pakutila eponena panshi nga aapusa apakwita  	he has ropes that are helping him not to fall
7	2	alepita mukamana akapita mumabwe	I can see water in these stones.
30	1	kuti watina nokutina nga bushiku mwe	One would run for his life if it was at night.
38	1	Muminwe naikata na fwaka iyo afwile alepeepa.	he has a cigarette in his hands that he appears to be smoking
11	1	Umwaume ali pa menshi muli bemba aletelela pa menshi pacakutelelapo cakwe ico babomfya pakuteya icangalo cakutelela pa menshi	A man is at the sea  and he is  on a surfing  board
33	1	Abaume babili aba nkanda ya buuta nabeminina  ku ncende  ya cibansa ca mangalo balelanshanya fimo	Two white men are standing in a game field discussing something 
13	2	Limbi yali temwa uku mona abantu. 	Or maybe loves to see people.
12	1	Kumbali nakunuma kuli nefimuti ifingi	behind and alongside there are trees
22	1	panshi pali ama tipa	these people are heading to different places
21	2	bushe nipamusebo apa ali nangula nikulya bangalila nga naukwata insapato isha kwata amawilo munshi? kabili kuli nabeminine mumbali abantu abale tamba ifyo ale angala nensapato shamawilo uyu umulumendo	is he on the road, or a particular place where skating occurs from? there are people on the side that are watching what he is doing.
14	1	Awe kwena ishi imbwa umwine alishifunda bwino tashisuma kano fye umuntu nga shitendeka.	No they have been trained well unless someone provokes them.
21	2	elo pali bonse uyu uubele ku kuso ewafitapofye inkanda kabili futi eule monekapofye umulumendo pali bonse aba bambi	among them, the man who is on the left is the only one who is dark skinned and he is the only one who seems the youngest among them all.
22	1	umulumendo afuma mukushita ifyakulya	A young man just purchased food
4	1	Nelyo uyu shikulu Bantu nakwata nomwona ubukulu mukwai	The person is behind the dog playing ball.
12	2	elyo ilinga lintu ya pangwa ne fyela	the fence is made up wires
16	1	bafwile pali efyo balelodosha nomwana bwabo 	It looks like she is looking at something.
6	2	bushe tekuti bakwata ubusanso abantu aba	Can't these people have an accident ?
6	1	elyo nakafwala neciputuka icabuka icakwata netumba kumbali. elyo nafwala akasote akabutuluka eko kekete ukuboko kumbi.	He is wearing a white short his pockets on the side with a cap that he holding with his other hand.
20	2	Bushe mune aba bene abasunga bali baanga?	how many people are there?
25	2	Abanakashi bali batatu elo nabekala pa ntanshi lyena  abali ku numa  baume babili  abekele 	Three of them are women and they are sitting in front while the other two are men sitting behind
20	2	Nomba, hahaha hahaha, aba bene ba boss teti balandefye ifyo balefwaya kano baalila?	But hahahaha hahaha can't this boss just say what they want unless they cry?
33	1	kabili nafwala na kashati ka buuta na kaputula ka fiita, nakaka na kasalu akanono pe kufi limo	He is wearing a white vest with a short and he has tied a small cloth around his single knee
6	1	cipalile nakalimo uyu muntu aleyelela  mumulu ali mubwangalo bwakucimfyanya pantu pantanshi yafyakufwala palemoneka icipendwa cakwe	It seems the one going in the air is in a sport beacause of how he is dressed and he has a number.
31	1	umulumendo umusungu ali panse akasuba naikala panshi, nafwala nefyafita	a white young man is sitting outside, in black clothes
4	2	kaili iyi incende balimo aba abantu babili yalitalalisha lintu and Bantu naba fwala ifyampepo	The game is very bad.
12	1	Chachine, pantu ile yangala mukati mwalu pansa	it's playing in the surrounding yard
10	2	imbwa imo iya fita kukanwa iletoloka apatali	One dark dog is jumping to the top
10	1	Aba abantu babili bekele mucikulwa ca bwalwa 	These people are seated in a bar
30	2	bamayo nabo abali kunuma yamulumendo nabashinta munshiku	And some woman behind him has her hands in the chin.
12	2	elyo imbwa ishi nashi kwata ifili pakanwa	these dogs have something on its mouth
20	1	ala mune kuti wasanaga ati alemba ifyamano, lwimbofye lumusendele efyo alemoneka ifi	I'm sure he is singing perfectly and taken by the song
22	1	umulumendo ali pa milimo	a young man is working
9	1	umwaume umulumendo ali mu cibansa	A young man is in the sports field
15	2	finshi balecita mucibansa ?	what are they doing in the playing ground?
13	1	Aba kashana babili balei lange ifintu uku bale sekelela, Umbi nakontama pamu nankwe umbi naikala	Two ladies are showing each other something while laugh. One has bent and the other one is seated.
30	1	cacine alemoneka alesondwelela ukwimba	Surely this man is just ending his music concert.
2	2	kumbali ya nshila ya maloba kuli ilinga ya fimuti fya nsjimbi	there is a metal fence on the side of the road
27	1	Cilepala kwati aba batata limbi balefya inshi? uku bali.	what does he want in this place?
9	1	imbwa iya fitulukila ili mu muputule ukwete amatailoshi	a brown dog is in a room
32	1	Alebomfya icibombelo icakubeyelako imishishsi.	He is using a barbar machine for cutting hair.
1	2	mumuputule muli akanyau nyau aka amafufu ayamalambamalamba elyo petebulo pali nensalu ayabuta	in the room where cat with mixed colors is there is a table with which cloth
35	1	Kulemoneka akasuba kali mukuwa. Nakwamba ukufita	The sun is setting and it is becoming dark
9	1	imbwa shibili shili mu lubilo	Two dogs are racing
36	1	Kuntanshi yebumba kuli umuntu uubelele kukuso uufwele icintu pamenso kumutwe. Uyu umuntu nafwala ishati ilyafita netoloshi ilyafita nafwala necampepo icakashika ic	in front of the group there a person to the left, this person is wearing something on his head, a black shirt and trousers and red hood
23	2	Mu colido muli icikulwa umulemoneka kwati bashitishamo ifyakufwala kabili kulemoneka injinga yafita 	In the corridors there is a cloth shopping,  outside it there is a bicycle
25	2	Inshita yapwa nomba ngwamye apa bwangu pakuti twasaleko bwangu epo tapalafita,'umukashana aleisosha eko pakupukuta.	It is time to knock off now,the woman is cleaing in order to close the shop.
23	2	Bushe mulandu inshi uyu umwaice ambanunukile? alemoneka ni citomfwa	Why has this boy done this? he looks naughty!
17	1	Cilemoneka kwati bali ku lodge, bali isa ati bakwateko inshit iyisuma.	It looks like they are at a lodge. they came to have a good time.
22	1	ku numa yabo kuli fimuti fibili ne cikulwa	behind the are two trees and a building
16	1	kuti limbi shi kumene fye panse , kuti limbi shikala nabene mukati umwakaba munganda	Maybe they have just met outside.
15	2	nalimo shilemona kwati fyakulya 	maybe they think it's food.
11	1	Lyena umukashana umbi uufwelwe ishati lyapalana ne sumbu ena naiminina mupepi sana ne nyambi shabwalwa kabilinaimya ukuboko kwakwe ukwa kukoso	then the other lady is wearing a fishnet top is standing close to the beer stand and has lifted her left hand
12	2	Kuli nabantu babili kunuma kwabo	there  are two people behind them
26	1	Shitata Pali efyo alekula nama tafwali	this man is building something with blocks 
10	2	natoloka alefwaya ukwikata icili pulanga	He has jumped, he wants to catch the plunk 
11	2	Ee, cilemoneka aletoloka ukufuma pa tushimbi twaimikwa nga afuma pali kamo aya pali kambi	Yes, he is playing high jump, he jumping over mounted iron rods from one to the other
16	1	nomba boi imbwa ishikali ishiwatemwa , tashakakusuminemofye wemwine mune 	Cant these dogs you like bite you one day.
37	2	Pambi napo alemoneka nga kawamya wamisebo nangula kapyanga	at the same time he looks like a road constructor
17	1	Umuntu umo ali mumwela aleponena panshi	One person is in the air falling. 
29	1	elyo panshi Pali utumabula utwauma fifwile fimuti fileponya.	There are many dry leaves on the ground from the trees.
22	1	umulumendo Ali ku mumana eka	a man is at the river alone
37	1	bakalisha banyimbo baleimba inyimbo pali chinkupiti wabantu	The musicians are entertaining a very big crowd
20	2	ndemona kwati  uyu umukuku kuti wamwilikisha pamenshi elyo anwina 	I'm thinking he might dropped back into the water such that he drowns
14	1	Kwena cilemoneka kwati uyu mwana eshile nababomfi ba pang'anda.	It seems this child came her with the house help.
18	1	kapokola umo naiminina nalolesha namumbali,kunuma yakwe kuli na ibumba lyabantu ilileyenda.	A police officer is standing by the roadside looking in the sidewalks, and then a crowd of people is standing behind him.
9	1	abacaice nabatwemwa ukumona ifi ifilubi	Adolescents are  happy seeing these dolls
36	1	Shitata nanamayo balefumya ndalama 	a man and a woman are withdrawing money
2	2	natoloka mumulu nalimo aletoloka ukufuma ku libwe imo ukuya ku libwe limbi apo pacende ali	he is jumping in the air as if jumping from one large stone to the other
16	1	Shi tata nefyakufwala fya kashikila ne nsapato alenda lubali lwa saca.	A man with red clothes and shoes is walking near the bus.
1	2	bonse batatu nabaipenta pamenso	All the three have painted their eyes
6	2	pamulu pamabwe palemoneka na ifimuti ifilitali elyo ifyaonda ifingi namabula aua katapakatapa kumulu.	On top of the rocks there are a lot of thin long trees with green leaves.
25	2	Lelo  bafikilisha ubulayo balaile abana babili ba ukuti bakabatwala mukusamba nokwangala mukamana.	Today they have fufilled their promises to their children to take them to a swimming pool.
38	2	Nafwala ifyakumucingilila ku mutwe nga cakuti aliponene.	She is wearing protective clothes incase she falls.
29	2	apa pene pancende pali aba bantu palemoneka kwati pali ifintu ifilecitikapo.	It looks like there is something going on in this place.
32	2	eehe cacine kutichaba nifyofine futi ndemona pacende iyi pali isitima	Yes it can be true and again at this area there is a train.
1	1	ee! ninshita yabushiku alemoneka alemwetula elo alechebawila Mumbali.	yes it is evening. he is even smiling as he is walking and looking around.
13	1	Pale moneka pakulu sana epo bale byala. Elo balifya babili	They seem to be planting on a very big field despite being just the two of them.
14	2	Bushe finshi basendele mufyola fyabo ifi?	Whar are they carrying in those bags?
19	2	imbushi nayo yilemoneka kwati yilefwaya ukuteyako, kuti waseka mwe.	the goat looks as though it wants to play as well
10	1	abantu abengi nabeminina bambi bekete nefyaku kupelako ifikope	A lot of people stand and others are holding cameras 
17	1	Apa palemonek kwati nipa ng'anda, bawishi balimupangila icimpelwa umwana uyu.	It looks like they are at home, her father made a swing for her.
23	1	Aba abaume babili balebutuka kabili cilemoneka kwati umwaume uwa caiceko alepepeka umwaume umbi uwa nkanda iya fita	These men are running and the younger one is chasing the older one
32	1	Umulumendo umusungu nakwela pakangalo alina pakamana	A white young man is playing on the river.
11	2	Kabili naimya no kulu kwa ku kuso	It  is lifting its left leg 
23	2	Bonse babili bali mu pepi ne nsolokoto iikulu kabili umwanakashi naikata icisoselo ca fita ku minwe kabili pali ifyo alelanda	They are both close to the window and the woman is talking through the mic
26	1	olo Bambi baishile muku sambililako	Or they came to learn it.
8	2	Kuli ifyo alefumya mu maala	she is removing something from her nails
29	1	ee boi walungika elo insansa shilelanga napamenso,ubwalwa bulemoneka bulebomba.	Yes you are right and the happiness can be seeing on her face, she seems to be drunk.
10	1	Elyo kabili  alelosha kumo ifi kwati pali abalemusosha	And she looking somewhere as if there are people talking to her 
1	2	umwaume Ali nanyanta paka bwato akanono akakunyantapofye amolu	A man is standing on a sliding or skating board
13	2	Limbi nga ishiba, ale fwaya na ena akambo uku chimfyanya na ba nankwe kuma lubilo aya tu jinga. 	Maybe when he learns how to ride a bicycle he would want to participate in competing with the others.
30	1	Abantu abapusanapusana apali abaume na banakashi na bacaice bali kuncende imo ine kabili baleenda munshita yakasuba.	Different people where there are men, women and children are in one place and they are walking
18	1	efyo ilelanga pamenso,kwati nabaiposela cimo mumulu eco ilefwaya ukwanka.	Yea it is just that, even the facial expressions appear to anxious for a catch.
21	1	Ninshi waishiba ukuti tabalufyenye kantu iyo, abalufyanya ngatasekelele pantu cilakalipa.	Then you know how they are correct, for if not they'd frown.
30	2	bushe cila umo na umo nakwata ing'oma yakwe?	Are they all having each a drum?
10	2	bushe finshi ilecita imbwa iyi uku kunchende iyi	What is this dog doing at this place? 
20	2	eya mune icicine icikulwa icabuta cikalamba saana bushe kuti caaba nicinshi?	this is a tall white building, what could it possibly be?
14	1	Umwana umwanakashi nafwala ifya kashika alesamba mukamana.	A young girl wearing a red swimming costume is swimming in the river.
21	1	umulumendo umusungu aleenda ninshi napapa ne chola mu numa nakwata na fimbi ifipe mu minwe necakuicingilila ku kasuba 	a young man walking has carried a bag, and some other stuff in his hand as well as an umbrella
11	2	Lyena mupepi napo alecofela icinga pali abantu abengi abekele	and close to where he is riding the bicycle are some people sited
18	1	pamulu wa malalo pali na intambo ishipitilepo	there's ropes on top of the bridge
8	1	Elyo umukalamba bantu nafwala ica kashika	the oldest of them all, is dressed in red.
18	1	ukuba kwena nikanyekanye,kumwenafye kubantu abakolongene mukutamba ifyo alecita.	He is definitely a professional, just the turned out crowd speaks.
28	1	kwena uku kuntu kwali ukwatalala, pantu snow nayifula.	And the place is quite cold with a snowy weather.
18	1	pali intabula  na utupimfya twa umukate pambale	on the table there is a cap,tea and some bread on the plate
25	1	Ehe Cipalile kwati inshita yaku tandala naipwa lelo shitata pakati tali uwa nsansa.	Yes it looks like time for visiting has come to an end but the man in  the middle does not look happy.
30	1	ee Baletamba umumana nabantu abaleyangala	Yes as they watch the sea and others who are swimming.
4	1	uyu shikulu Bantu nafwala neshati iya buta	A ma is putting on a white shirt.
5	1	Abana babili nabekala pa cintu icileelela mumwela babili 	two children are sitting alone in something that's floating in the air
21	2	kumbali yakwe kuli namayo untu alelolesha mukacola ka katapa katapa	And another one is looking for something in her green bag.
16	1	Shi tata ufwele sweater ya katapa katapa nakwela pe horse mumaloba.	A man with a green sweata is on the horse in the sand.
37	2	nafwala na insapato ishikulu	he is wearing oversized shoes
38	2	Mupepi nankwe, palemoneka ukuboko ukulemoneka nga ukwa mwana.	Near here is a hand that looks like that of a baby.
6	1	kuncende kulemoneka kwati nakalimo baleninika umulundu uwiswile na fube fube uwakata. 	It seems they are climbing a hill that is covered in snow .
11	1	Ni pa mulandu wakuti aleesha ukumwentula kwati namonako fimo nangula nadabwa	he is trying to smile, it's as though he has seen something or he is surprised
6	2	umulumendo baleipusha naikata nakwitobo pakwasuka emepusho yantu umwanakashi alemukaika.	The man being interviewed is holding  on the cheek as he answers the questions  the woman  is asking.
14	1	Kanshi ekubutuka yabutuka umusango uyu,kanshi yacilala ifyakulya fyabantu.	That's why it is running like this it's because it ate other people's food.
14	2	kuntu Kali naluchingwa nelinga ilya ifikopa bushe pantanshi pali inshi	It is at a place that is fenced with a wooden fence. What is in front?
25	1	Emukwai chintu chatwa sana pantu ifisabo ifi fintu fyakosa nganshi.	Yes the knife is very sharp and the fruits are difficult to cut for sure.
13	1	Limbi ekwaba ama yanda yabantu. Pantu apa ali tapale moneka kwati nipa ng'anda	Maybe that's where people's houses are found.
10	1	abaume bamo baleyamfula nomwana kumusana 	A man is crowing with a child on his back 
26	1	Bafwile pali efyo bamwene efyo bale fwaya ukushita	it seems they saw something they wanted to buy 
29	1	Ba namayo na beminina mwi tuka bale lolekesha ifipe ifi tantikwe mwituka mwine	Women are standing in a shop while looking at the items that are found in the shop.
16	2	Uyu shitata balekonka uwiminine kuntashi ninani? 	Who is this man standing in front?
18	2	elyo uyu uushalile alemoneka ali na umwenso,bushe kuti caba ati taishiba ukusamba?	And the one behind is not so free but somewhat hydrophobic, is it so?
38	1	Abalondo abengi batemwa ukuya apali amenshi ayatekanya pantu Isabi talyatemwa icongo.	many fishermen prefer calm waters because fish prefer calm water, it doesn’t like noise
11	1	Elyo kabili uyu mwanakashi ale-ensha icinga yakwe pa musebo wa tala kabili mu mbali muli ne fimuti	and she is riding her bike in a tarred road and on the other side of the road are trees
29	2	Na umfwa bwino sana uyu mwana ukwangalila pa menshi aya ifi yale fuma elo yale musansa lintu ale butuka	He is very excited to play in the water as it it sprinkles him as he runs.
38	2	Kunuma yabo kuli bambi abakashana nabo abesishe umunabo.	Behind them are other girls lifiting their friend.
28	2	Namayo ulekopa icikope nasunsumana pa musebo, shitata wakantu nao kuti aba kakopa.	This man with the lady is likely a photographer also.
33	1	Abanakashi batatu abafwele ifyakufwala fya mucinshi  na ma baaji nabeminina mu pepi ne tebulo apali iluba na kapampa aka buuta	Three women are wearing smart clothes and standing next to a table with has a flower pot on it next to picture wall
38	2	Bushe bwangalo bwa musango nshi ubo uyu umwaume na ing'ombe iyi bangala?	what type of game does the man and his cows play
2	1	afwele ifyakufwala ifilingile ukufwala balya abale angala pa menshi nga ififine ale angala	he is wearing surfing clothes
10	1	kunumayakwe kuli nefi kulwa necilemoneka kwati bwato	Behind him there even buildings and looks like a boat
37	1	umukashana  alepyanga mumuputule 	a lady is sweeping in a room
11	2	Cine, nga finshi bakwete ku minwe yabo icilemoneka icakatapa katapa	what is this man holding in his hands?
9	1	kwena, nanina pakakushelelako akakwetwe amawilo yane aye langi lya muntula	he is standing on a skate board that has orange wheels 
9	2	Bushe finshi ilecita?	what is it doing?
22	1	umo nafwala ishati ya buta na ma glass	one of them is wearing a white shirt with glasses
37	1	kabili kulemoneka nama luba aya katapa-katapa	There some dry leaves on the side with a some green garden and flowers
10	2	kunuma yabo kuli necilemoneka kwati cikulwa	Behind them, there is something that looks like a building 
4	2	iyi imbwa iyi kulu naikwata amasako aya buta elo iyinono naikwata amasako aya fita	This big dog has white fur while the small dog has black fur.
14	2	Imbwa nayo iyi bushe tainaka?	Doesn't the dog get tired?
35	1	Pali abana abanono abengi abali mumenshi	There are many children in the water
12	2	Elo pakati pamusebo kuli amaloba	there is soil on the middle of the road
29	1	ee boi aba bantu balemoneka ati nibakwaya bakuchalici,elo balemoneka kwati baleimba ubusaka saana.	Yes my friend they look like they are a church choir and they are singing beautifully.
25	1	Abati acilafwaya ashiteko ifyakulya kabili ahsitileko nabafyashi bakwe pantu kuntu aleya takwaba ama sitolo ukwakushita.	He wanted to buy some food and to buy for his parents because where he is going there are no shops.
7	1	nabaikaka nentambo iyikete ucakwikalapo panuma yayiko	They have tied it with a rope and a tyre behind.
26	2	Nawo shitata naiminina mumpanga iyi katwishi nga finshi alecitamo	And a man is standing in this bush I don't know what he was doing there.
20	2	Lelo uuli kuntanshi ena ayabuta na tutu, nafwala na icabuta mukati.	there's right lights on the one in front, and he is wearing something white.
4	1	Imbwa iya fita iyitali amolu ile butuka pamenshi	A black dog with long legs is running on the water.
33	2	Elyo umwaume umbi nafwala ishati lyakashika kabili naikata na kapu muminwe yakwe elyo kunuma yakwe pa mulu wa cibumba pali akalimba akanono akafita	And the other guy who is wearing a red shirt is holding a cup. Behind him on the table there is a small radio
4	2	kaili ishi imbwa nashisha akashila pakati, eloshilebutuka	The dogs have left a way in between.
27	1	eya  mukwai, pantu kumubili yembwa ishi kulemoneka kwati kuli imfula shabuta nakwena.	there's snow even on the other side
35	2	Balechofa inchinga shabo.	They are cycling on their bicycles.
20	2	Nakunuma yatuko kulemoneka icibumba ca malangi yalekana-lekana nga katapa-katapa.	there's a wall that has different colours behind them like green
28	2	Nakatolokela pamulu wa fi balloon ifya amalangi yalekana-lekana, pichi na katapa-katapa.	S/he is jumped on the peach and greenish swimming balloons.
36	1	Umulumendo afwele ishati ilyabuta nalikwata nemishilwa shamakumbi-makumbi netoloshi ilya fita. 	the man is wearing a white shirt with blue stripes and a black trousers
8	2	pali amabwe ayengi 	there are a lot of rocks as well
11	1	Kabili kunuma ya aba bantu kuli abantu na bambi abengi abaleenda ukulola ukwapusanapusana	And behind them there are people heading in different directions
16	1	Abalumendo babili nomukashana umo kumbali yamusebo baleanshika ifipepala fya fita panshi.	Two men and one woman near the road are putting black papers on the ground.
17	2	Pamicanga pali nama sumbu ayengi aya macungwa macungwa.	Ther are a lot of brown nets on the ground.
18	2	nakwata aka mpampa ako abikilepo ama bola ya tennis	he has a racket where she has put tennis balls
13	2	Endita, kule moneka kwati fingi ifile chitika uku kwine. Kuli ifi limba, bamo nabe mya nefya ku kopelako 	Indeed, looks like there's a lot of activities going on. There are some speakers and others are having cameras. 
12	1	Chipalile, aka lumendo ake minine, kala yangala fye keka	it seems the boy standing is playing alone
20	2	Pali bashitata abengi pali iyi ncende, niba Mwenye.	There's a lot of men in this area , they are Indians 
16	2	Bushe abana aba balikwata kafundisha uwubafunda ifya kuteya umupila nangula bateya fye beka?	Do these children have a teacher?
7	1	imo naikwata necakwangasha mukanwa.	And one dog is holding a toy in its mouth.
4	1	uyu namayo kaili nakwatako nemishishi Ishitali mukwai	The woman has long hair.
7	1	iya fita nayasama nakukanwa ileponya nama lenda	A black one with its mouth open.
30	1	cilemoneka kwati ni nciliko yapa nsupa	Not really but it looks like a lid of a drum.
2	1	na imya namatwi mumulu ilyo ilebutuka 	the dog's ears are pointed upwards in the air
38	1	Ibumba lya bantu lilecilikana ukucofa incinga elyo bambi baletamba.	a crowd of people competing in bike riding while others watch
9	1	bushe finshi imbwa shilecita?	what are these dogs doing?
36	2	Akatalamukila kuci kulwa kuli umwaume uufwele ifyakufwala  ifyafita naiminina kumbali ya cikulwa aletinika lamya	afar from the building there is a woman wearing black clothes , his standing near the building pressing his phone
32	1	Abakashana batatu na umulumendo umo bali mucikulwa ica isukulu	Three women and one man are in a school building.
7	2	ee cishinka, elo uku Kuli na ibumba lyabantu abaletamba uko ababalelwa.	There is a group of people watching.
27	1	Banamayo bali mumbali yamusebo, elyo balelolesha kumbali yamusebo.	some women is on the road side and looking at the other side of the road
35	2	Bushe mangalo yamusangonshi baleangala aba abantu?	What kind of games are they playing?
14	2	mumbali yamwakusambila muli ifimuuti	There are trees around the swimming pool.
26	1	Ehe kuti baba bawishi abale funda umwana wabo pakutila abelele pamenshi lintu ali umwaiche	yes, this can be her father teaching the child how to surf on the river when she is still young so the she can be used 
38	1	Abana abalumendo babili ababuta inkanda baleangala mumatipa ku lulamba lwa mumana.	two young boys are playing in the mud on the side of the river
21	2	elyo tonse tubili natwimya ama boko natupanga icilangililo camutende abasungu ati peace sign	And they have shown a peace sign with raised fingers.
28	1	uyu umu lumendo alikwata imishishi ishipi, elyo alelolesha kumbali yakwe.	The gentleman has also got short trimmed hair and looking in the sides.
6	2	kuntanshi yakamulundu babumba akakutolokapo kuli ifimuti ifuakula ifikulu nangula fyonse yafikwete amabula ayali yonse. 	In front of the ramp there are big trees even though they all don't have leaves.
17	2	eehe cacine nasumina kabili umwana uyu nafwala ifyakufwala ifya kuicingilila kumpepo	yes that's true and this child is wearing clothes to protect from coldness. 
8	1	Yali amabumba yabili ayalecimfyanya	there are two teams competing against each other.
33	2	kabili uyu umulumendo nafwala icakumuchingilila ku mutwe icha kashika-kashika	And this man is wearing a red helmet
28	2	nabafwala na akasote elyo na amakalashi, nalimo tabamwenwekesha ukwabula yene.	He is wearing a cap and has worn spectacles, maybe he doesn't see properly. 
25	2	Namona,amenshi yalefuma mu mutupunda utuli mutwamutuntula utuli pa menshi	I see, water is coming out of the holes that are on the yellow dots that are on tgr water
20	2	Nakwata naka lamya kaba kapokola akafita, alebeba ifyasuminishiwa na ifishasuminishiwa.	she even has a black police phone, she is telling them about what is allowed and what is not allowed
16	2	kuti limbi kalepepeka bamalinso Bamu desert nangula ba koswe mangula umuntu	Maybe it is chasing the lizards of the desert.
29	2	Cifwile bale fwaya uku lobe sabi pantu nga baleya komu nga tabasendele ima bwato yane	maybe they are just fishing because if they are going somewhere they couldn't have carried their boat canoes.
5	2	elyo nafwala na icampepo ica katapa katapa	she's wearing a green hoodie
35	1	Umwana umukashana uwabuuta inkanda naikala mucilindi mu mfula iyabuuta.	A young white girl is sitting in a whole filled with snow
13	2	Efyo chile moneka pantu tabatu chinga bwino bwino nge ng'anda	That's how it seems because they are not fully covered like grass thatched houses. 
17	2	shi tata naikala napelibwe kabili namayo ena naiminina	The man is sitted on a rock while the woman is just standing. 
31	1	cine pamenso alemoneka uwama langulushi, pantu emininefye mu kasuba	her face looks very worried because she is just standing in the sun
37	2	Bonse nabafwala ifwalo filingile ukufwala abamakule	they are all wearing cloths meant to be worn by builders
5	2	cishinki, pantu kateya uyu nafwala, icaku cingilila umutwe, ifyakucingilila amaboko na ifipeya, nafwala na ifya ku mucingilila pa cifuba na ama tanta yakwe	that's true, this athlete is wearing a helmet, and protective padding on his chest, shoulders and thighs
30	2	eya mune, umo pali nefyo alelemba nashitilinshya nakucibumba	So true dear, and one of them is writing something while leaning on the wall.
18	2	kalemoneka nakakumbwa saana ukuba pamumana mumabwato cikangafye katombokelepo.	He looks quite an admirer and wishes to join them such that he may jump in.
5	1	umwana afwele ishati ilyakashi	she is wearing red clothes
28	2	elyo kuli icimbayambaya nacimbi cilemoneka kwati cilepita pa musebo cileya.	Behind, there is another vehicle that's passing on the road.  
35	2	Kulemoneka kuli nolupili mupepi.	There is a hill nearby
23	2	Kabili umwanakashi uwiminine kunuma ya mwanakshi uulekaka icifimbo ca mwana umunono naibika umunwe wakwe pa numa yakwe	Then there is a woman standing behind this woman who has put her hands on her shoulders 
10	1	imbwa imo iyabuta nafwala nakalilaya akakashika 	A white dog is wearing a white shirt 
7	1	shikulubantu nafwala ishati ilyakashika, alecofa incinga paumusebo	An old man wearing a red shirt is riding a bicycle.
5	1	imbwa ileangala ubwangalo bwakwikata aka mupila panse mum nshita ya kasuba	a dog is playing catch outside in the afternoon
16	2	Bushe kwena tabale umfwa ukutalala pakuti bale angala muli snow?	Are these people not feeling cold?
35	1	Ibumba ilya bashilika naliminina mumungoloshi.	A group of soldiers are standing in lines
30	1	umulumendo aletolekela mu ci Shiba umuli amenshi Ayakwete ilangi lya makumbi makumbi	A boy is jumping into a pool having blue looking water
23	1	Elyo kabili naifwala kola ya mu mukoshi ilya fita	It even has a black chain across its neck
30	2	kalemoneka akasansamuka akamwana aka, kupepafye ukutila keicena pakutoloka	This child is quite happy, let's hope it doesn't hurt itself.
6	1	ukupelele ifyani kuli na ilinga ilya bikwa ilyakupula ilubansa kulubansa lumbi. 	There is a fence where the fence ends to demarcate one surrounding from another.
10	1	cilemoneka kwati balecema nangula balelunga inama shampanga	It's seems he is like he is rearing or hunting wild animals
15	2	mulandu nshi bashimininine ubololoke?	why are they not standing straight.
11	1	uyu mwana nalamba ishati kabili icinso cakwa nacilamba namatiipa	It is because the child is dirty, his shirt and face are all filled with mud
21	1	ibumba lya basungu bashitata na banamayo elyo babili  pali aba balemoneka elo bapwishafye ukuceceta fimo ukubomfya ifisolobelo ifilenga tumone ifintu fyacepesha	two people, among a group of white people, males and females have just finished examining something using an optical instrument that views things which are too tiny to be seen by the naked eye.
26	2	ala naima mumulu Sana nabambi balemutamba fintu ale chita	
14	2	Kanshi emumabwe umu ali acumfwa ukuti kuli abana abaponene mumabwe?	That's why he is in the rocks, he heard that there are children that fail in the rocks.
16	1	Emukwai kwena cansansa sana pantu aya ama horse yamutengo sana eco kanshi bayasungila bwino.	Yes this is very nice because the horses are very expensive.
22	2	iyi Ilemoneka kwati ng'anda yama yangalilo	it seems this is a game room
37	1	naikata na inama kukuboko kwakukuso	he is holding beef on his left hand
10	1	nabafwala nakaputula yamakumbimakumbi  kumbaliyabo kulinefimuti	And he's even wearing blue short
29	2	uyu mulumendo ufwele icabuta alemoneka nabateya alefwaya na ukuwa panshi.	The guy in white seems to be falling down.
4	2	kaili uyu umwana nelyo atolweke naimya iminwe shakwe kwati filya twimya utoni	The child is jumping while the hands are in the air.
