pair_id	sentence_id	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang	bem_transcription
24	2	2085726719.jpg	"24_2487_1_242_02_211108-153515_bem_150_elicit_0.wav
"	242	female	5.808	16000	vnd.wave	bem	bem	Umo umukashana afwele ichampempo chafita  elo umbi icha mitomito
30	1	2686849571.jpg	"30_9759_0_301_01_220120-150644_bem_eb0_elicit_0.wav
"	301	female	8.825	16000	vnd.wave	bem	bem	Abantu bane apali abaume batatu no mwanakashi umo bali kuncende imo
15	1	525968880_82623392d1.jpg	"15_7316_4_151_01_211027-071526_bem_9ff_elicit_2.wav
"	151	female	4.333	16000	vnd.wave	bem	bem	nalimo muchipepala muli ifya kulya 
37	1	476772350.jpg	"37_11614_2_371_01_211114-082702_bem_5bb_elicit_1.wav
"	371	male	2.835	16000	vnd.wave	bem	bem	kunuma kuli ukwafuta
31	1	5223651213.jpg	"31_9970_2_311_01_220128-153058_bem_c25_elicit_1.wav
"	311	male	10.209	16000	vnd.wave	bem	bem	 Aba abanakashi abaice ababuuta inkanda beleangalila kuncende ukwaba ameenshi makasa ayengi.
19	2	3667035672.jpg	"19_6957_1_192_02_220117-203606_bem_5bb_elicit_0.wav
"	192	male	4.106	16000	vnd.wave	bem	bem	chili nishita ya bushiku pantu nakufita
14	1	2423292784_166ee54e0b.jpg	"14_3386_4_141_01_211105-030735_bem_ebf_elicit_2.wav
"	141	female	12.591	16000	vnd.wave	bem	bem	ilingiline ibomba mukukanikilapo isabi nangula ifilifyonse ifyakumika ifingakwanapo
18	2	3300369373.jpg	"18_11976_3_182_02_211109-170237_bem_433_elicit_1.wav
"	182	male	9.143	16000	vnd.wave	bem	bem	abaice ukutemwa ukwangala,nimbona natufilwa nokwikala panshi tulebutaukafye.
16	1	1733676900.jpg	"16_6260_0_161_01_220110-175126_bem_5da_elicit_0.wav
"	161	male	9.324	16000	vnd.wave	bem	bem	Shikulu bantu ufwele headsock neca mpepo naiminina kunuma yacibumba, kunuma yakwe kulemoneka nefikulwa katala mukila.
1	2	1370773415_967b1ffde1.jpg	"1_212_1_12_02_211028-092558_bem_d90_elicit_0.wav
"	12	male	5.898	16000	vnd.wave	bem	bem	ishitolo bashitishamo afitabo bushe finshi balechita 
26	2	4254952442.jpg	"26_3117_1_262_02_211110-094824_bem_8f1_elicit_0.wav
"	262	male	5.581	16000	vnd.wave	bem	bem	Ndemona kwati limbi fikulwa fyama mitini nangu ma ofesi yaba mufi kulwa ifi
9	1	640506101_ae1145b6d1.jpg	"9_5981_0_91_01_211030-201354_bem_901_elicit_0.wav
"	91	female	8.916	16000	vnd.wave	bem	bem	umwaume mukalamba uufwele ishati na itoloshi yafutulukila ali ne mbwa yafitulukila panse munshita ya kasuba
34	1	2324842075.jpg	"34_5017_2_341_01_211113-180320_bem_004_elicit_1.wav
"	341	female	3.902	16000	vnd.wave	bem	nbl	Cipalile kwati ale asuka ilipusho mwi bumba.
21	2	4796624963.jpg	"21_7564_3_212_02_220115-134111_bem_62a_elicit_1.wav
"	212	female	5.013	16000	vnd.wave	bem	bem	Iciine nakufita kumonafye amalaiti ubwingi ayakile
12	2	3510218982_318f738b76.jpg	"12_6565_3_122_02_211103-072027_bem_ce8_elicit_1.wav
"	122	male	10.89	16000	vnd.wave	bem	bem	ehe, elyo aba naba fwala ama glovu aya  pusana 
32	2	2766854400.jpg	"32_10369_3_322_02_220323-232713_bem_c25_elicit_1.wav
"	322	male	9.732	16000	vnd.wave	bem	bem	bushe finshi uyu mwana mwaume alecita umu ekele mucakushelelamo?
19	1	1121053156.jpg	"19_7009_2_191_01_220117-215725_bem_524_elicit_1.wav
"	191	female	3.698	16000	vnd.wave	bem	bem	kabili chilemoneka kwati bali mubwato pamenshi
2	2	350176185_b8c5591e36.jpg	"2_4249_3_22_02_211028-103335_bem_cee_elicit_1.wav
"	22	female	2.404	16000	vnd.wave	bem	bem	imbwa naimya namtwi mumulu
18	1	2722956572.jpg	"18_6855_0_181_01_220117-095317_bem_524_elicit_0.wav
"	181	female	3.221	16000	vnd.wave	bem	bem	abana nabekala panshi mumuputule
15	2	3354330935_de75be9d2f.jpg	"15_3621_1_152_02_211022-193725_bem_9ff_elicit_0.wav
"	152	female	5.921	16000	vnd.wave	bem	bem	umo ali necakubomfya pakushelela kabili nabika amaboko panshi
15	1	3294952558_96bb8c8cf3.jpg	"15_7328_4_151_01_211027-094857_bem_9ff_elicit_2.wav
"	151	female	4.832	16000	vnd.wave	bem	bem	ku numa kuli na ulupango lwa tumuti
16	1	5228334906.jpg	"16_6309_0_161_01_220111-002559_bem_5da_elicit_0.wav
"	161	male	6.42	16000	vnd.wave	bem	toi	Umwana umwaume umunono naikata icimuti alefwaya ukulupola ka bola.
2	1	2378356400_f6bde5d9b3.jpg	"2_4009_0_21_01_211027-083941_bem_2a5_elicit_0.wav
"	21	male	6.556	16000	vnd.wave	bem	bem	namayo na umwana umunono umwanakashi bali ku ncende ukwakwangalila
30	2	2126230680.jpg	"30_9713_3_302_02_220119-185005_bem_c25_elicit_1.wav
"	302	male	7.169	16000	vnd.wave	bem	bem	Bushe aba abaume abaleteya ici icangalo bafwele finshi?
11	1	3094278545_febac56382.jpg	"11_2524_2_111_01_211025-155742_bem_574_elicit_1.wav
"	111	female	7.532	16000	vnd.wave	bem	bem	Ee, kabili nafwala ne laya lyabula amaboko ililepela pa cifuba cakwe
18	1	4817781260.jpg	"18_12075_0_181_01_211114-133507_bem_5da_elicit_0.wav
"	181	male	5.717	16000	vnd.wave	bem	toi	umulumendo naiminina nashintilisha nakukashimbi aletamba ifilecitika panshi.
11	1	3503544012_1771be9d3a.jpg	"11_6305_2_111_01_211029-102700_bem_1e5_elicit_1.wav
"	111	female	10.118	16000	vnd.wave	bem	bem	Lyena batatu nabeminina balebatamba
29	1	3205214191.jpg	"29_3722_2_291_01_211115-103335_bem_dcc_elicit_1.wav
"	291	male	12.16	16000	vnd.wave	bem	bem	Ehe ni ububwine. mu cisungu babwita ati 'Ice Skirting' elo nga tawaishiba ifya kushelela bwino bwino kulaba uku pona cine cine
10	2	236095034_c983bdfbbf.jpg	"10_6117_1_102_02_211102-071454_bem_ddd_elicit_0.wav
"	102	male	4.401	16000	vnd.wave	bem	bem	Elyo nabambi kunshi bale konkamo
25	2	2657663775.jpg	"25_2931_3_252_02_211110-111202_bem_f08_elicit_1.wav
"	252	female	5.921	16000	vnd.wave	bem	bem	Bambi baleilishanya ukuti akamana aka nakakulisha tatwakwanishe.
39	2	2774020195.jpg	"39_941_1_392_02_211117-201219_bem_901_elicit_0.wav
"	392	female	7.736	16000	vnd.wave	bem	bem	babili pali aba bana baume nabafwala amashati yakashikila elyo namakaputula yabuuta 
13	2	2865703567_52de2444f2.jpg	"13_6909_3_132_02_211105-110012_bem_ce8_elicit_1.wav
"	132	male	11.547	16000	vnd.wave	bem	bem	Na peteka namolu mumulu ali elyo na kontamika umutwe ale lolesha epo ale tolokela
17	2	511844627_0ec78e01e9.jpg	"17_7914_1_172_02_211110-151855_bem_e94_elicit_0.wav
"	172	female	7.373	16000	vnd.wave	bem	nya	nafwala icakubaka umutwe na ifyakufwala ifya kuicingillila ku mansanso nempepo
1	2	3720210639_18bb34e475.jpg	"1_3777_1_12_02_211103-093335_bem_2a5_elicit_0.wav
"	12	male	4.061	16000	vnd.wave	bem	bem	bushe bwanagalo nshi baleyangala abalumendo
22	2	57417224.jpg	"22_2028_3_222_02_211109-104329_bem_004_elicit_1.wav
"	222	female	2.336	16000	vnd.wave	bem	nbl	Bali pa mulu ya ng'anda
12	1	3741462565_cc35966b7a.jpg	"12_6614_2_121_01_211105-164334_bem_9ed_elicit_1.wav
"	121	male	4.719	16000	vnd.wave	bem	nya	Kunuma ka mwana, kuli nabambi abantu abekele pachi puna
32	1	2128309854.jpg	"32_10254_4_321_01_220120-040420_bem_b8a_elicit_2.wav
"	321	male	12.909	16000	vnd.wave	bem	bem	Aba baume imisepela nabakwata ifilimba fyakukwampa nama kida,nabakwata no tuumiti no tufyela twakulishishako no ku kwampilako ifilimba
5	2	2141065212_463a6997e1.jpg	"5_1105_3_52_02_211101-230531_bem_a9e_elicit_1.wav
"	52	female	4.424	16000	vnd.wave	bem	bem	kunuma wakwe kulemoneka abantu abengi
18	1	3478877323.jpg	"18_6840_2_181_01_220117-090815_bem_524_elicit_1.wav
"	181	female	5.172	16000	vnd.wave	bem	bem	kulya bushilya kuli amayanda yabili  ayalemonekela
27	2	3870409487.jpg	"27_9172_3_272_02_211113-192718_bem_b15_elicit_1.wav
"	272	female	12.863	16000	vnd.wave	bem	leh	Kuti baba nangula ficitikefye nabakwata utucola tepa sikulu. Icikulwa ici nacikulisha teti wishibe ngani mall nangula iskulu.
14	1	2034553054_b00c166895.jpg	"14_3310_4_141_01_211104-052508_bem_ebf_elicit_2.wav
"	141	female	8.099	16000	vnd.wave	bem	bem	kwena Ali aleangala napali efyo aleangasha lisako ilyachoni iyili mukoboko akwakululyo
34	2	174611183.jpg	"34_4980_1_342_02_211113-173154_bem_50c_elicit_0.wav
"	342	male	4.877	16000	vnd.wave	bem	lam	Umulumendo no mukashana nabekata inkomaki sha bwalwa.
34	2	1481062342.jpg	"34_10711_3_342_02_220122-083044_bem_d0b_elicit_1.wav
"	342	male	6.375	16000	vnd.wave	bem	bem	bushe uyu mwana alecita finshi kabili alinabani Pali Ici cifulo?
7	1	314940358_ec1958dc1d.jpg	"7_1642_2_71_01_170101-180857_bem_74d_elicit_1.wav
"	71	female	8.031	16000	vnd.wave	bem	toi	elo kabili nafwala ishati ilyabuta alesekelela.
32	2	1243798805.jpg	"32_10303_1_322_02_220121-112520_bem_b40_elicit_0.wav
"	322	female	8.666	16000	vnd.wave	bem	bem	Bushe finshi aba bantu babili abakwata inkanda iya buuta abali ne cilimba cakukwampa balecita?
4	1	2084103826_ffd76b1e3e.jpg	"4_891_0_41_01_211026-153732_bem_5a5_elicit_0.wav
"	41	male	9.392	16000	vnd.wave	bem	bem	Mukwai Pali imbwa iyi kwete amasako aya buta ilikwati ili mumwela
38	1	2468906010.jpg	"38_6145_0_381_01_211112-235729_bem_ba5_elicit_0.wav
"	381	male	5.127	16000	vnd.wave	bem	bem	Amabumba yabili aya bakashanya balecimfyanya mumupila wa kuminwe.
19	1	3773321396.jpg	"19_7181_4_191_01_220118-184016_bem_524_elicit_2.wav
"	191	female	3.062	16000	vnd.wave	bem	bem	naisula nakukanwa pakubelenga ichitabo
14	2	3604496023_c1f546423e.jpg	"14_3304_3_142_02_211029-182608_bem_743_elicit_1.wav
"	142	male	3.879	16000	vnd.wave	bem	bem	pamuuli yacisankano Pali ifilembo
37	2	4929903531.jpg	"37_5765_3_372_02_211110-135110_bem_aa2_elicit_1.wav
"	372	female	6.806	16000	vnd.wave	bem	bem	nabayasamika kutushimbi pakweba ati yegalamoneka fintu bayapanga
2	1	315436114_6d386b8c36.jpg	"2_4030_4_21_01_211031-095851_bem_2a5_elicit_2.wav
"	21	male	7.169	16000	vnd.wave	bem	bem	kulemoneka icinshigwa ca mbwa ku kulyo kwa mbwa, nalimo nimu nshita ya kasauba
15	2	3614542901_29877fc342.jpg	"15_7500_1_152_02_211030-183051_bem_8cc_elicit_0.wav
"	152	female	4.582	16000	vnd.wave	bem	bem	umo ku kulyo naimya umwana
20	1	2088891100.jpg	"20_7276_0_201_01_220116-181958_bem_62a_elicit_0.wav
"	201	female	4.719	16000	vnd.wave	bem	bem	kalisha wafilimba naikalako alelisha banjo.
21	1	6691367427.jpg	"21_7495_0_211_01_220115-220930_bem_665_elicit_0.wav
"	211	male	6.034	16000	vnd.wave	bem	bem	Namayo pa ibumba lyabantu bali kumenshi-makasa alefwala shikipa.
8	1	1287920676_d21a0b289b.jpg	"8_1786_4_81_01_211026-075717_bem_abe_elicit_2.wav
"	81	male	5.422	16000	vnd.wave	bem	bem	Cilepakwati nimbwa shakusenda ifipe
33	2	5027112162.jpg	"33_4807_3_332_02_211109-221318_bem_b14_elicit_1.wav
"	332	female	8.439	16000	vnd.wave	bem	nse	uyu umulumendo alemoneka abomba incito yakupekanishisha abantu ifyakulya
33	2	83457315.jpg	"33_4940_1_332_02_211110-203431_bem_b14_elicit_0.wav
"	332	female	7.963	16000	vnd.wave	bem	nse	uyu umwaume  epo eminine pali icibumbili apali utubaula  utwingi
9	1	3587941206_36769c3f1d.jpg	"9_2189_2_91_01_211025-155122_bem_ebf_elicit_1.wav
"	91	female	6.012	16000	vnd.wave	bem	bem	alemoneka naposako saana amano
34	2	2659183350.jpg	"34_4960_3_342_02_211113-160350_bem_50c_elicit_1.wav
"	342	male	4.945	16000	vnd.wave	bem	lam	Bambi na bekala ukulolela uku pantako nabena.
6	1	3143953179_1c08c023a5.jpg	"6_5033_2_61_01_211028-070800_bem_976_elicit_1.wav
"	61	male	12.387	16000	vnd.wave	bem	bem	mupepi nencende iyi kulemoneka ifikulwa ifikalamba mukalale ifipalile nga imiputule ibombelapo ababonfi babuteko
1	2	1287073593_f3d2a62455.jpg	"1_39_1_12_02_211026-095723_bem_d90_elicit_0.wav
"	12	male	5.694	16000	vnd.wave	bem	bem	"kulemoneka ukwabula konse bushe nikwi
"
4	2	232874193_c691df882d.jpg	"4_964_1_42_02_211026-235405_bem_5a5_elicit_0.wav
"	42	male	7.441	16000	vnd.wave	bem	bem	Iyi imbwa iyafita ili pa lunkoto,elo ilemoneka kwati ilebosa ilyo ile butuka 
20	1	6887014829.jpg	"20_1690_0_201_01_211111-185434_bem_dbf_elicit_0.wav
"	201	female	7.577	16000	vnd.wave	bem	bem	umulumendo na umukashana nabafwala nama galashi nabamwentula
39	1	2760053235.jpg	"39_991_2_391_01_211117-233405_bem_1e5_elicit_1.wav
"	391	female	12.931	16000	vnd.wave	bem	bem	Petebulo pali lukombo lwapulashitiki lwanwinamo banyina kabili nebotolo lyakunwano mwana
16	2	2992808092_5f677085b7.jpg	"16_7660_1_162_02_211110-162815_bem_eab_elicit_0.wav
"	162	male	8.122	16000	vnd.wave	bem	bem	cipalile kwati ifibalecita mangalo aya kuteya ka mbola efyo balemonekela ngefi abakubutuka butuka
21	2	2344898759.jpg	"21_7628_1_212_02_220115-144336_bem_62a_elicit_0.wav
"	212	female	6.216	16000	vnd.wave	bem	bem	alikwata nemishishi Isha buta, elyo utushimbi twali pentwa makumbi makumbi
8	1	3016726158_4d15b83b06.jpg	"8_5547_0_81_01_211102-054957_bem_ce8_elicit_0.wav
"	81	male	5.15	16000	vnd.wave	bem	bem	Abantu batatu nabaikumbata 
32	1	3377344932.jpg	"32_4674_2_321_01_211112-224009_bem_e94_elicit_1.wav
"	321	female	6.352	16000	vnd.wave	bem	nya	bushe kuticapala finshi ifyo imbwa iyakashikila ile esha ukucita
5	2	3521374954_37371b49a4.jpg	"5_1086_3_52_02_211101-081429_bem_a9e_elicit_1.wav
"	52	female	6.647	16000	vnd.wave	bem	bem	umo umwana naikata icimuti ichakulishishako ing'oma elyo abika pakuboko kwamunakwe
33	2	4789959232.jpg	"33_4759_1_332_02_211109-162918_bem_b14_elicit_0.wav
"	332	female	6.647	16000	vnd.wave	bem	nse	uku kucifulo kuli ifikulwa ifingi ifitali elyo ne fimbaya-mbaya
9	1	2570365455_41cc9a7d2b.jpg	"9_2093_0_91_01_211025-113058_bem_ebf_elicit_0.wav
"	91	female	8.212	16000	vnd.wave	bem	bem	umwana umwaume na umukalamba wakwe umwaume nabeminina mucipicipi
16	1	482353373_03a9d5e8bc.jpg	"16_7683_4_161_01_211109-151440_bem_74d_elicit_2.wav
"	161	female	6.76	16000	vnd.wave	bem	toi	ee naine namona, awe katwishi na ifyo aba babili balelanshanya uku bali
26	1	85306254.jpg	"26_3125_0_261_01_211110-085808_bem_dcc_elicit_0.wav
"	261	male	6.375	16000	vnd.wave	bem	bem	chilumendo umo uyu Ali muchilongoma umuli amatipa ayengi sana
1	1	486300784_2cc7a770ff.jpg	"1_233_4_11_01_211031-165327_bem_cc3_elicit_2.wav
"	11	male	11.525	16000	vnd.wave	bem	toi	shonse shikwete amasako ayafita nelyo imbwa tashili ishikalamba sana
31	2	2221241506.jpg	"31_4241_1_312_02_211110-102127_bem_83a_elicit_0.wav
"	312	female	2.404	16000	vnd.wave	bem		alemoneka nika fula wa fyela 
19	2	7165193566.jpg	"19_1350_3_192_02_211110-131931_bem_d8d_elicit_1.wav
"	192	female	7.577	16000	vnd.wave	bem	leh	elyo nafwala neshati lya fita elyo abikapo nakabuta akashati akaisuka pantanshi
6	1	3351357065_a6a9b3d485.jpg	"6_5069_4_61_01_211028-082736_bem_976_elicit_2.wav
"	61	male	15.223	16000	vnd.wave	bem	bem	ukuciluka utumpili utu kuli ifimuti ifikalamba nganshi ifiliko icilepalavkwali impanga ikalamba limbi kuti caba eko umulumendo uyu alelola
2	1	2813033949_e19fa08805.jpg	"2_309_0_21_01_211024-204539_bem_cee_elicit_0.wav
"	21	female	6.511	16000	vnd.wave	bem	bem	imbwa iya buta namabala aya fita naiminina mumulu.
4	2	2973272684_4d63cbc241.jpg	"4_4708_3_42_02_211031-162718_bem_5a5_elicit_1.wav
"	42	male	9.438	16000	vnd.wave	bem	bem	uyu Kalisha wa pintu ale lolesha kangala uwa American football ule butuka nomupila muminwe
27	1	6338544926.jpg	"27_3390_4_271_01_211111-160144_bem_6f4_elicit_2.wav
"	271	female	4.582	16000	vnd.wave	bem	leh	eya mukwai pantu kulaba ukucimfyanya ukusuma saana.
7	2	2443380641_7b38d18f5b.jpg	"7_5331_3_72_02_170101-052034_bem_74d_elicit_1.wav
"	72	female	7.214	16000	vnd.wave	bem	toi	umulumendo umo uuletamba afwele ishati ilya mito mito.
26	2	2285664.jpg	"26_8859_3_262_02_211112-104422_bem_dcc_elicit_1.wav
"	262	male	8.303	16000	vnd.wave	bem	bem	ala kuti fyabapapusha pantu fintu alechita banono abantu bakwanisha ukucita
12	1	413231421_43833a11f5.jpg	"12_6579_4_121_01_211105-124204_bem_9ed_elicit_2.wav
"	121	male	4.673	16000	vnd.wave	bem	nya	Limbi kule efyo ile fwaya panshi epo ile yimba
30	2	4243568636.jpg	"30_4064_3_302_02_211109-143719_bem_dbf_elicit_1.wav
"	302	female	10.3	16000	vnd.wave	bem	bem	icho chachine elyo napali bashi tata bene Pali bamo abemishye shofolo
35	1	1265501253.jpg	"35_11024_0_351_01_220118-093539_bem_ba5_elicit_0.wav
"	351	male	3.244	16000	vnd.wave	bem	bem	Abantu ababuuta inkanda bali mwishitima.
37	2	123315301.jpg	"37_5872_1_372_02_211111-221217_bem_aa2_elicit_0.wav
"	372	female	6.102	16000	vnd.wave	bem	bem	shikulu bantu uufwele ishati lyamulopa mulopa naikata umulumendo pamukoshi
36	1	2752175795.jpg	"36_5539_0_361_01_211114-161851_bem_654_elicit_0.wav
"	361	male	11.457	16000	vnd.wave	bem	bem	Bashitata babili nabekala akatalamukila umwakutusisha pambali yamusebo. umo ekele kukuso elyo umbi kukulyo.  
27	1	4299926208.jpg	"27_3329_4_271_01_211110-201151_bem_0cc_elicit_2.wav
"	271	female	6.148	16000	vnd.wave	bem	leh	eya mukwai pantu nangu naumfwa insala fyena filapya bwino.
13	2	3322443827_a04a94bb91.jpg	"13_6785_3_132_02_211104-180442_bem_ce8_elicit_1.wav
"	132	male	7.305	16000	vnd.wave	bem	bem	Nangula limbi elyo ainuka pa nchito ali mukuya kung'anda
16	2	4690670113.jpg	"16_6354_3_162_02_220109-213022_bem_9fd_elicit_1.wav
"	162	female	7.645	16000	vnd.wave	bem	bem	Nomba ninshi pali eko bafuma kwena pakuti beminine mumbali yamusebo buno bushiku?
7	1	495116214_f1df479fb0.jpg	"7_1647_2_71_01_170101-181957_bem_74d_elicit_1.wav
"	71	female	4.537	16000	vnd.wave	bem	toi	elo shilemonekela ishapalana ishi imbwa.
32	1	823675317.jpg	"32_4516_0_321_01_211111-230915_bem_e94_elicit_0.wav
"	321	female	5.921	16000	vnd.wave	bem	nya	Akalumendo akaice nakasenda imbeketi kaleya mukutapa amenshi mumumana.
28	2	3056784295.jpg	"28_3543_1_282_02_211111-044859_bem_665_elicit_0.wav
"	282	male	7.509	16000	vnd.wave	bem	bem	Ukulu kwakwe ukwa kukuso kuli panshi lintu ukwa kukulyo kunyantile pa cituku-tuku.
6	2	617038406_4092ee91dd.jpg	"6_5197_1_62_02_211031-090733_bem_53e_elicit_0.wav
"	62	male	14.157	16000	vnd.wave	bem	bem	bonse bane baba nenkanda iyabuta elyo umulumendo ena aba nemishishi ishipi ishakashikila euli namupepinsana paku lolekesha.
38	2	166174352.jpg	"38_11772_3_382_02_211113-231643_bem_f12_elicit_1.wav
"	382	female	8.984	16000	vnd.wave	bem	bem	Uyu umulimo abaubomba ilingi fibusa fya kwa nabwinga ifyo batemwana nafye sana, kanshi teti bakane ukutemwa.
33	1	1271579512.jpg	"33_4933_0_331_01_211111-000121_bem_c25_elicit_0.wav
"	331	female	9.301	16000	vnd.wave	bem	nse	Umwaume umo  uwa nkanda ya  buuta naikala pa mupando mu ngánda
28	1	4737733413.jpg	"28_9278_0_281_01_220108-195001_bem_94f_elicit_0.wav
"	281	male	4.197	16000	vnd.wave	bem	ngo	Umwanakashi ne laya ilya buta alecofa injinga
18	1	3225058391_a12d38d911.jpg	"18_8026_2_181_01_211109-113111_bem_eda_elicit_1.wav
"	181	male	6.942	16000	vnd.wave	bem	bem	alemoneka kwati apakupita nenchinga yakwe tapali,abantu nabafulisha abali pa nchende ilya.
17	1	3352697012_751b079bbb.jpg	"17_7896_2_171_01_211110-060420_bem_947_elicit_1.wav
"	171	male	8.621	16000	vnd.wave	bem	toi	umunakwe nao alepona napanshi kuchi baka bamutobele
27	2	2858866547.jpg	"27_3440_3_272_02_211111-155404_bem_f07_elicit_1.wav
"	272	male	6.08	16000	vnd.wave	bem	nya	Uyu mwanakashi cilepala kwati alishiba sana uku samba mumenshi.
2	1	3620343911_64a862904e.jpg	"2_4201_4_21_01_211102-122151_bem_2a5_elicit_2.wav
"	21	male	8.076	16000	vnd.wave	bem	bem	umwanakashi nao naikata umwaume mu musana kabili kwati kuli ulefwaya amwikate elyo alekana.
38	2	6907002468.jpg	"38_6120_1_382_02_211112-230026_bem_f12_elicit_0.wav
"	382	female	5.762	16000	vnd.wave	bem	bem	Uku ukucimfyanya, kucitikila mu mpanga, te pamusebo uwapangwa bwino bwino iyo.
22	1	488437959.jpg	"22_1951_2_221_01_211108-184457_bem_50c_elicit_1.wav
"	221	male	2.541	16000	vnd.wave	bem	lam	umo umukashana kwati naikala 
22	1	685711383.jpg	"22_7715_0_221_01_211112-075338_bem_004_elicit_0.wav
"	221	female	1.86	16000	vnd.wave	bem	nbl	lupwa uli panse
29	1	2095711097.jpg	"29_3777_0_291_01_211114-092940_bem_433_elicit_0.wav
"	291	male	8.144	16000	vnd.wave	bem	bem	ibumba lyaba kakula bamayanda lilekula icikulwa icikalamba nganshi.
21	1	1873681277.jpg	"21_1704_4_211_01_211111-092250_bem_83a_elicit_2.wav
"	211	female	13.544	16000	vnd.wave	bem		Nombafye fintu aleyenda alekumpauka kwati nakalimo pali fintu alebutukila. ndemona emulandu wine ibala lilemoneka ilikankala kabili lintu batangata busaka busaka. ababomfi bafwile baliposako amano ngashi
5	1	3235076435_1eaa40bd0a.jpg	"5_4816_2_51_01_220116-095735_bem_03f_elicit_1.wav
"	51	female	8.122	16000	vnd.wave	bem	bem	Aleteya icangalo ica kushelelela pa menshi ukubomfya icakushelelako ico anyantilepo
16	1	2510029990_7014f907cb.jpg	"16_7576_4_161_01_170101-092104_bem_74d_elicit_2.wav
"	161	female	7.169	16000	vnd.wave	bem	toi	awe ngakuli isoka ngakale baka sumine nomba kuli abalolekeshapo
2	2	350176185_b8c5591e36.jpg	"2_4249_1_22_02_211028-103335_bem_cee_elicit_0.wav
"	22	female	3.244	16000	vnd.wave	bem	bem	kuli umukasahana kunuma ya mbwa na iminina
20	2	3323661814.jpg	"20_1577_3_202_02_211112-211303_bem_654_elicit_1.wav
"	202	male	7.963	16000	vnd.wave	bem	bem	elyo kambi patwiminefye nakafwala ifyafita fyonse
8	1	2380740486_8cd5d4601a.jpg	"8_5672_4_81_01_211102-094624_bem_ce8_elicit_2.wav
"	81	male	5.195	16000	vnd.wave	bem	bem	umulonga nawena ukulu sana
21	1	300274198.jpg	"21_7500_2_211_01_220115-222823_bem_665_elicit_1.wav
"	211	male	4.242	16000	vnd.wave	bem	bem	Naifwala na akamushipi kamunyololo mumukoshi.
14	2	3389448506_7025e7cc12.jpg	"14_7150_1_142_02_211112-115540_bem_5da_elicit_0.wav
"	142	male	3.471	16000	vnd.wave	bem	toi	Bushe imbwa iyi yafuma kwisa lucelo celo?
24	2	3009713124.jpg	"24_2602_1_242_02_211109-095104_bem_150_elicit_0.wav
"	242	female	4.174	16000	vnd.wave	bem	bem	Baleangala ubwangalo natupunda twa kupanga.
38	1	6834460619.jpg	"38_6111_4_381_01_211112-232843_bem_ba5_elicit_2.wav
"	381	male	6.216	16000	vnd.wave	bem	bem	Kanshi iyi incende isuma sana ukwisa mwenapo uyu bemba wapabuka.
1	2	3287904625_f68ca5cea7.jpg	"1_74_3_12_02_211026-155608_bem_d90_elicit_1.wav
"	12	male	6.942	16000	vnd.wave	bem	bem	bonse balemoneka bafwele ifyampepo ifyatikama nama solo.. bushe kwatalala shani
25	2	133031387.jpg	"25_2930_1_252_02_211110-110557_bem_f08_elicit_0.wav
"	252	female	5.671	16000	vnd.wave	bem	bem	Bushe nabufika ubushiku bwakusefya ebo afyelwe umukashana uyu?
6	1	3259757648_71edb4347b.jpg	"6_5083_2_61_01_211028-101325_bem_976_elicit_1.wav
"	61	male	7.26	16000	vnd.wave	bem	bem	limbi kuti cana imbwa iyi balibomfwa kumangalo yakucimfyanya kubene
22	2	3958612961.jpg	"22_7785_1_222_02_211112-061422_bem_50c_elicit_0.wav
"	222	male	2.994	16000	vnd.wave	bem	lam	cilemoneka kwati ba fuma ku sikulu
27	1	4633900611.jpg	"27_8958_0_271_01_211113-100932_bem_f07_elicit_0.wav
"	271	male	5.876	16000	vnd.wave	bem	nya	Abalumendo babili balelwa elyo tabafwele insalu shakumulu.
34	1	216594524.jpg	"34_10842_0_341_01_220128-160121_bem_d0b_elicit_0.wav
"	341	male	5.671	16000	vnd.wave	bem	bem	Abaume na abanakashi naba kolongana muncende imo.
26	1	4420802292.jpg	"26_8910_4_261_01_211112-050133_bem_8f1_elicit_2.wav
"	261	male	4.832	16000	vnd.wave	bem	bem	Ehe limbi noku lenga yalya amaluba abantu bayi lenga pamu bili
35	1	2304938797.jpg	"35_10979_2_351_01_220118-084813_bem_ba5_elicit_1.wav
"	351	male	3.198	16000	vnd.wave	bem	bem	Nabafwala ifyakubachingilila kumpepo.
8	2	3258874419_23fec1bdc1.jpg	"8_1881_3_82_02_211031-045935_bem_ce8_elicit_1.wav
"	82	male	3.425	16000	vnd.wave	bem	bem	Cilemoneka filecimfyanya 
32	1	7983388093.jpg	"32_10341_4_321_01_220121-160820_bem_b8a_elicit_2.wav
"	321	male	13.408	16000	vnd.wave	bem	bem	baleimba ukubomfya ifisoselo palya beminine, umwaume wa nkanda yafiita aleimba naloleshana na ku bantu mucikulwa
18	1	4668251659.jpg	"18_6733_2_181_01_220116-135802_bem_524_elicit_1.wav
"	181	female	9.097	16000	vnd.wave	bem	bem	Uyo mulumendo atangile naimanina elyo nashintalila kuntanshi yamupindo wachinga wakwe
25	1	2265367960.jpg	"25_2904_4_251_01_211110-142038_bem_5da_elicit_2.wav
"	251	male	7.169	16000	vnd.wave	bem	toi	Emukwai kwena bawishi balikafunda bwino sana pantu babusaka sana balibeshiba pa cipanda.
