IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
2193,Two dogs are playing,They are in a beautiful place,In this place there is some lawns that has the cut neatly,And alongside the lawn there are trees,One dog is black while the other is white.A black dog has jumped with a playing toy in the mouth
2194,One is alone,He had jumped up,He has a skating board on his toes,The starting board has wheels,The place where he is have building of box bricks
2195,A big man is in the boat,He is with a dog in a yellow boat,The boat is on the ocean,alongside the ocean there are tall trees,He has a weel on his hands
2196,Different people are in the sports field,There are not alot of people,What are they doing in the sports field?,It seems they are watching something,A man is appearing to be wearing a green shirt and trousers
2197,Different people are out side at night,What are they doing outside at this time?,It appears they are celebrating something,They have painted different colors on their faces,It seems they are celebrating Halloween
2198,A baby girl is sitting,She is sitting in the mud,She has removed the red dress she was wearing,She is playing with the mud she is sitting on,Behind her their is gri lawn
2199,Two young men are in the sports field,They are playing ragiby game,Each person is coming from a different group,What's showing that they are coming from different groups?,Because they are wearing clothes with different colors
2200,A woman is in the  garden,She is in a beautiful garden,The green lawn has grow,But she is in  the beautiful red flowers,Behind the woman there is a small house and tall trees
2201,A lady is alone at the mountain,This lady is climbing on the high mountain,She has tighed her self with ropes to avoid falling,And she is wearing glasses,Below the mountain there are people who want to start climbing
2202,Different people are in one place,There in a place where they sell clothes,"In the group there are children, men and women,and elderly ones",Other people in the gri are discussing,Alot of kinds are playing  and they are wearing aprons
2203,A dog is near a big ocean alone,Inside the ocean there is a high mountain,A dog is grabbing a cloth on its mouth,Alongside the ocean there are some sand where the dog is ,And there are people's foot prints on the sand
2204,A child is on snow,He is sitting on snow,And he is wearing warm clothes,He is wearing a shiny head sock,It set he is looking at someone
2205,Different people are in one place,In the road there is a man  cycling a bicycle,This young man is wearing things to protect his hands,On his left there are ladies walking,At the end of his left there are people sitting under the tree
2206,Two kids are in snow,But they are coming out going on the road,They are wearing warm clothes,A child in front vis wearing a head sock,A child behind is carrying something red to be played with
2207,A lady is sitting alone,She is sitting in a swamp,She is ligning on a big rock,She is covering a pink blanket,It appears she looking at someone
2208,Two people are standing during the day,A man and a woman are smiling,It seems they are getting a picture,A lady is a police officer,Behind the people there are vehicles
2209,Two ladies are standing on the road,They are wearing brown dresses,They are wearing black high hilles shoes,Behind them there are shiny lights,It appears they a getting a picture
2210,Two dogs are standing,These dogs are standing on a lawn,These dogs at hugging each other,It is playing with something red in color,Behind the dog there is white car standing on the road
2211,An old man is standing in the garden,He is holding fire but some fire is dropping down,Behind him there is a lawn and tall trees,The place where he is looks like a children's playground,Because the place has children's swings
2212,A girl is standing on the road,She is wearing a green shirt and dress,At the edges of the shirt there is a yellow color and down the dress too,On her right hand side there is a big doll,It is having two colors a grey color and a white color.She is holding this doll on its tail
2213,Two young men are playing ragiby,There in a sports field,Behind the there is a group of people watching,One man wants to grab the ball from the friend,Because they are from different teams
2214,Different people are in the sports field,About eight ladies a standing together at one position,They are about to start playing so they have put their hands together,Behind them there are alot of people watching,These ladies are wearing black shorts and shirts
2215,A dog is in the garden,This dog has brown fur,It's playing alone on the lawn,it has a small ball,On the left side of the dog there is a lady  standing under a tree
2216,One child is jumping on water,And  has a skateboard  used on water,What kind of water is he on?,He is on a big ocean,Not only that there are water Wave on the ocean
2217,A girl child is around the ocean,She is at the bankside of the ocean running,The ocean has alot of water Waves  reaching the banks of the ocean,Who is this child with?,She is just alone and her image is showing on the waters alongside the ocean
2218,Thret people are at the same place,This place where they are there are alot of vehicles,A lady is talking to a friend,But Infront  of them there a women passing,The lady specking is wearing a green jersey while the friend is wearing a brown jersey
2219,A white skinned child is standing under a tree,What is this child wearing?,"She is wearing a jersey,a dress and shoes that are white",Who is this child with?,He is just alone
2220,Different men and women are in one place,There are two people wearing dolls,Adolescents are  happy seeing these dolls,People are standing alongside the road,They are in aline waiting for something
2221,A white bird is flying,Where is the bird?,It appears to be flying up near the water,How is the water looking,The water has green staff grown inside
2222,Two ladies are walking,Both of them are wearing glasses,Both of them are wearing warm jerseys and trousers,Both have put their hands in their pockets,It seems they are telling stories while walking
2223,Two ladies are standing,It appears they are getting a photo,What are they wearing?,These ladies are wearing black jerseys,They are smiling while getting a picture
2224,Four children are playing,They are playing on the road,They are holding a woodlog while going round,Behind the older children there are shops,The shop has bit windows
2225,A man is walking alone,He is walking on snow on a lawn,He has two cratchetes,There is most in the atmosphere,He is carrying a big bag behind
2226,Three  men are in the sports hall,It seems they are playing a game,The sports field they are in has lawn,In the edges of the field there people watching,The sports field is protected by a fence
2227,A dog is alone in the sports field,It is in a sports field with lawn,It has brown fur on its body but it's tail and hands have a white color,What is it doing?,It's playing with a ball
2228,Three kids are playing a ball game,They are playing in a sports field which has a lawn,They are exchanging the ball,Two on these are wearing  same blue clothes,This shows that they are from different teams and behind them there are trees and vehicles
2229,A man is walking on a hill,There are cows in front of him,Behind the cows there are laggages,On his left hand side there is snow,But where he is walking there is a lawn and stones
2230,mmmmmmmmmmmmmm,,,,
2231,A Man and a woman are standing,Both are wearing black jerseys,And both have put their hands in their pockets,A lady is wearing a hut,It appears they are talking to someone
2232,In the sports field there are different people,They are sitting alongside the sports field where people watching sittes,They are watching a man fighting with a cow,It seems a cow has pushed him,Because he is trying to balance where he is standing
2233,A dog is jumping on a lawn,It's in the place where there are different games,This dog has alot black and brown fur,A dog is jumping on the metal rods laid down near water,This dog is well trained
2234,The dog on the lawn is facing upwards,It appears as though it wants to receive something,The dog is alone at this place,What color does it have?,It has brown color
2235,A giey child is playing,Why game is she playing?,She is sleeping on balls with different colors,"The balls are of three colors,red,green and blue",These balls are not hard  and the fall
2236,Eight children girl and boy  are standing,Four of these children are are on a tree,And the other four are down,There are others capturing,Therefore they are smiling pausing differently
2237,Ladies are on an ocean,They are on the edges of a big  boat on the ocean,There are small beds on a boat,There are people sleeping on these beds,The beds are in two opened tents
2238,A white dog is standing,It's in the kitchen,It's standing near a stove,There is a cardboard in front of the dog,On top of cardboard there is a plastic containing different things
2239,A black dog is alone on the lawn,There is snow on the lawn,It has picked something on it mouth,it has picked something on its mouth,This dog is running
2240,Young Men and women are alongside the sports field,Four men playing ragiby are discussing,And behind them there are people supporting  those playing in the field,They are wearing red shirts and white shorts,Those supporting them are wearing  red shirts 
2241,A girl child is rejoicing,She is in a large sports field that has lawn on the ground,Behind I there are fellow children,She is holding a horse pipe and she wants to through it to someone,She is wearing a big yellow shirt
2242,Q dog is in a sports field with short lawn,The dog has white and black fur,The dog has a lid for a plate on its mouth,The dog is in a  a field  made with fance ,The dog is running to somewhere
2243,A boy is standing in a place at night,On his hands he is wearing something to protect him  like protective gloves,These gloves are  very big,He appears capturing the photos,The shirt he is wearing looks like soldiers uniform
2244,Two dogs are racing,They have tighed the mouth,One is bellow the other,All the dogs are wearing shirts with numbers such as  4 and 5,The are running in the  gravel sport feld
2245,Four ladies are walking, Both of them have the same skin color,And they are wearing  same clothes,All of them are wearing shorts and shirts,And their black hair is dropped down  
2246,A young y is looking at the window,This man is a soldier,He is wearing a sidiers uniform,On his right side there is  a bag,While bon the Left side there  there is a book
2247,A white dog is alone on the lawn, it's playing with something in air,It's like someone throw a toe and it is tald to go an pick it,Behind the dog there is a black house ,And there are trees bit not tall trees
2248,A young man is playing football in sports field,He is jumping in a swimming pool to get the red ball,The place where the man is has upstaired building,And there are short trees ,There are chairs used  after swimming to rest alongside the pool
2249,Three dog's are in the snow place,It's seems they provoking each other while playing,A black Big dogs appears to be running fast,A dog on the right of a big dog is short but it's also running,The one on the left is escaping
2250,A lady is sitting on woods, she doing nothing?,Yes.but it seems she is with people because she's looking at someone,At the woods sh)e is sitting there are two potsbon the left,There arew four green papers on the floor
