pair_id	image	sentence_id	image_id	audio_id	sentence	translation	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
6.0	650554	1	2136514643.jpg	6_5055_4_61_01_211028-080125_bem_976_elicit_2.wav	pa kabumba e minineko umukashana na pakwata amaluba ayafunda eyo ba byalamo	The wall she's leaning on has flowers that have grown well.	61	male	8.258	16000	vnd.wave	bem	bem
6.0	650553	2	2136514643.jpg	6_5055_3_62_02_211031-043236_bem_53e_elicit_1.wav	naiminina nashintilisha ku kabumba akepi akapangwa na mabwe yabuta	she is standing while leaning on a small wall made from white stones.	62	male	12.863	16000	vnd.wave	bem	bem
6.0	650552	1	2136514643.jpg	6_5055_2_61_01_211028-080125_bem_976_elicit_1.wav	umukashana wiminine wena nafwala akasote kabuta ku mutwe  naikata na lamya ku kuboko kwa ku kuso elyo nafwala itoloshi lya makumbimakumbi	The woman standing is wearing a white cap while holding a phone in her left hand and he is wearing a blue trousers .	61	male	13.657	16000	vnd.wave	bem	bem
6.0	650551	2	2136514643.jpg	6_5055_1_62_02_211031-043236_bem_53e_elicit_0.wav	umukashana uuleyenda  ali uwansansa nganshi alemoneka uwamwentula pancinso  elyo nafwala akampepo akabuta napapa nakacola pacipeya ca ku kulyo	The woman walking looks happy with a smile on her face and she is wearing a white jersey with a small bag on her right shoulder.	62	male	14.429	16000	vnd.wave	bem	bem
14.0	1470680	1	2137789511.jpg	14_7068_0_141_01_211111-121334_bem_f08_elicit_0.wav	Umulumendo alecofa injinga kumbali ya kamana icungulo.	A young man is cycling on his bike besides the river at dusk.	141	female	6.08	16000	vnd.wave	bem	bem
14.0	1470681	2	2137789511.jpg	14_7068_1_142_02_211111-224512_bem_5da_elicit_0.wav	Bushe uku aleya eko ekala nangu aleolola fye amolu pa cungulo?	Is he going to his place or he is just exercising?	142	male	4.945	16000	vnd.wave	bem	toi
14.0	1470682	1	2137789511.jpg	14_7068_2_141_01_211111-121334_bem_f08_elicit_1.wav	Kwena aleya kung'anda afuma mukumona abanankwe basambilila bonse pa sukulu yabakalamba.	He is actually going home, he is from seeing his classmate at the University.	141	female	6.942	16000	vnd.wave	bem	bem
14.0	1470683	2	2137789511.jpg	14_7068_3_142_02_211111-224512_bem_5da_elicit_1.wav	Cawama, bushe ekubanakwe ukukwine balesanga bonse insamushi shabapele bakafundisha wabo ukuti basangile pamo?	That's good, are these the friends that are working on the Mathematcs assignment that their lecturer gave them to do as a group?	142	male	8.848	16000	vnd.wave	bem	toi
31.0	3199844	1	214165084.jpg	31_9984_4_311_01_220129-005850_bem_c25_elicit_2.wav	Uyu umwanakashi uwabuuta inkanda naikata ibotolo lya bwalwa kukuboko kumo elyo necilubi kuli uku kumbi	This white woman is holding a beer bottle in one hand and a doll ok the other hand.	311	male	13.725	16000	vnd.wave	bem	bem
31.0	3199843	2	214165084.jpg	31_9984_3_312_02_220128-173115_bem_eb0_elicit_1.wav	Bushe uyu umwanakashi uwamushinku wapakati nifinshi ekete muminwe yakwe?	What is this middle aged woman holding in her hands?	312	female	9.869	16000	vnd.wave	bem	bem
31.0	3199842	1	214165084.jpg	31_9984_2_311_01_220129-005850_bem_c25_elicit_1.wav	Uyu umwanakashi uwabuuta inkanda no mushishi uutali  afwele ishati ilyakashikila ne toloshi lyamakumbi makumbi.	This white woman with long black hair is wearing a red shirt and a blue trousers.	311	male	13.907	16000	vnd.wave	bem	bem
31.0	3199841	2	214165084.jpg	31_9984_1_312_02_220128-173115_bem_eb0_elicit_0.wav	Bushe uyu namayo uwamushishi uutali uwafita nifinshi afwele ili eminine apa.?	What is this woman wearing as she is standing?	312	female	11.865	16000	vnd.wave	bem	bem
22.0	2220700	1	214167512.jpg	22_2070_0_221_01_211110-084816_bem_50c_elicit_0.wav	Umukashana naikala muci puna na mwentula	a lady is sited on a chair smiling	221	male	4.106	16000	vnd.wave	bem	lam
22.0	2220704	1	214167512.jpg	22_2070_4_221_01_211110-084816_bem_50c_elicit_2.wav	Umukashana nakwata imishi ishitali ishafita, kunuma yakwe kuli insolokoto	She has long black hair and there's a window behind her.	221	male	8.78	16000	vnd.wave	bem	lam
22.0	2220703	2	214167512.jpg	22_2070_3_222_02_211109-125742_bem_004_elicit_1.wav	Aka lubi akwete ka balala ya makumbi makumbi.	It is a blue patched doll that she's holding	222	female	3.947	16000	vnd.wave	bem	nbl
22.0	2220702	1	214167512.jpg	22_2070_2_221_01_211110-084816_bem_50c_elicit_1.wav	Nasansamuka sanana naikata necilubi kumaboko	She's very happy and holding a doll in her hand.	221	male	4.719	16000	vnd.wave	bem	lam
2.0	23621	2	2149968397.jpg	2_362_1_22_02_211026-153200_bem_2a5_elicit_0.wav	Na iminina mu menshi ku lubali lwa lu bemba uko amenshi tayafula.	the young boy is standing at the shore of the beach	22	male	5.354	16000	vnd.wave	bem	
2.0	23620	1	2149968397.jpg	2_362_0_21_01_211025-081218_bem_cee_elicit_0.wav	Umwana umunono umwaume ali kulu bemba.	there's a young boy at the beach.	21	female	3.448	16000	vnd.wave	bem	bem
2.0	23624	1	2149968397.jpg	2_362_4_21_01_211025-081218_bem_cee_elicit_2.wav	Kuliko na ulupili ku ncende ukuli uyu bemba.	there is also a hill not so far from the  beach	21	female	4.492	16000	vnd.wave	bem	bem
2.0	23622	1	2149968397.jpg	2_362_2_21_01_211025-081218_bem_cee_elicit_1.wav	Naimya amaboko mumulu nalimo ale enda mumenshi.	he looks like he walking through the water	21	female	3.743	16000	vnd.wave	bem	bem
9.0	959494	1	2149982207.jpg	9_5949_4_91_01_211030-161933_bem_901_elicit_2.wav	Kwena ali fye eka elyo afwele icakumucingilila ukukana nwina nga cakuti ali ponene mu meenshi ice langi ya makumbi makumbi.	he seems to be just alone. he is even wearing a blue life jacket	91	female	11.661	16000	vnd.wave	bem	bem
9.0	959493	2	2149982207.jpg	9_5949_3_92_02_211029-001725_bem_ebf_elicit_1.wav	Bushe ali na bani uyu mwana? 	who is this child with?	92	female	4.9	16000	vnd.wave	bem	bem
9.0	959490	1	2149982207.jpg	9_5949_0_91_01_211030-161933_bem_901_elicit_0.wav	Umwana umwaume naiminina mu bwato elyo nashintilila ku bwato ubwa katapa katapa.	a little boy is in a green boat and is leaning against the boat.	91	female	7.781	16000	vnd.wave	bem	bem
9.0	959491	2	2149982207.jpg	9_5949_1_92_02_211029-001725_bem_ebf_elicit_0.wav	Bushe uyu mwana alecita finshi mu bwato?	what is this child doing in the boat?	92	female	4.877	16000	vnd.wave	bem	bem
8.0	855133	2	2162564553.jpg	8_5513_3_82_02_211104-213932_bem_901_elicit_1.wav	Kumbali ya mumana kuli amabwe ayakalamba	On the side of the river,there are some big stones.	82	female	4.741	16000	vnd.wave	bem	bem
8.0	855131	2	2162564553.jpg	8_5513_1_82_02_211104-213932_bem_901_elicit_0.wav	Tafwele nelaya lya ku muulu	He is shirtless.	82	female	8.258	16000	vnd.wave	bem	bem
8.0	855130	1	2162564553.jpg	8_5513_0_81_01_211102-043848_bem_ce8_elicit_0.wav	Umulumendo naiminina ku menshi	A young man is standing near the water.	81	male	7.645	16000	vnd.wave	bem	bem
15.0	1536313	2	2171154778.jpg	15_3631_3_152_02_211022-201613_bem_9ff_elicit_1.wav	Kabili mu muputule muli na umupando wakwikalapo.	There is a couch too.	152	female	5.603	16000	vnd.wave	bem	bem
15.0	1536310	1	2171154778.jpg	15_3631_0_151_01_211026-155354_bem_8cc_elicit_0.wav	Umwaice ali mu muputule wa kusendamamo muli ubusanshi na itebulo.	A child is in the bedroom which has a table too.	151	female	10.481	16000	vnd.wave	bem	bem
15.0	1536314	1	2171154778.jpg	15_3631_4_151_01_211026-155354_bem_8cc_elicit_2.wav	Kabili munshi yabusanshi muli ifintu ifyalekanalekana.	There is a lot of things under the bed.	151	female	7.26	16000	vnd.wave	bem	bem
22.0	2278354	1	2171154778.jpg	22_7835_4_221_01_211112-185324_bem_004_elicit_2.wav	kunuma yakwe kuli ubulo, akapuna natebulo ili pasamba yasolokoto	there's a bed behind him, a chair and a table under the window	221	female	6.806	16000	vnd.wave	bem	nbl
15.0	1536311	2	2171154778.jpg	15_3631_1_152_02_211022-201613_bem_9ff_elicit_0.wav	Kabili nafukama panshi ukuulu kumo.	He has knelt down with one leg.	152	female	4.446	16000	vnd.wave	bem	bem
15.0	1536312	1	2171154778.jpg	15_3631_2_151_01_211026-155354_bem_8cc_elicit_1.wav	Kabili panshi pali na ifyakwangasha umwaice.	There is playing toys on the floor.	151	female	5.445	16000	vnd.wave	bem	bem
22.0	2278350	1	2171154778.jpg	22_7835_0_221_01_211112-185324_bem_004_elicit_0.wav	aka mwaiche aka mwaume kali lemana kale angala	a little disabled boy is playing	221	female	3.766	16000	vnd.wave	bem	nbl
22.0	2278352	1	2171154778.jpg	22_7835_2_221_01_211112-185324_bem_004_elicit_1.wav	umulandu akaice kalilemana kale'enda kwati kale anfula nokuikula	because he is lame, he is crawling	221	female	4.333	16000	vnd.wave	bem	nbl
22.0	2278351	2	2171154778.jpg	22_7835_1_222_02_211112-120446_bem_50c_elicit_0.wav	kale angala muputule waku  lilamo,	he is playing in the dining room	222	male	2.858	16000	vnd.wave	bem	lam
15.0	1573860	1	2171576939.jpg	15_7386_0_151_01_211027-120356_bem_9ff_elicit_0.wav	umwana alemoneka uwasansamuka	the child looks very happy	151	female	4.923	16000	vnd.wave	bem	bem
15.0	1573864	1	2171576939.jpg	15_7386_4_151_01_211027-120356_bem_9ff_elicit_2.wav	cilemoneka kwati pali imfula yabungululu	it looks like its snowring	151	female	5.218	16000	vnd.wave	bem	bem
15.0	1573863	2	2171576939.jpg	15_7386_3_152_02_211030-141853_bem_8cc_elicit_1.wav	bushe finshi ifili panse?	what is outside?	152	female	3.584	16000	vnd.wave	bem	bem
15.0	1573861	2	2171576939.jpg	15_7386_1_152_02_211030-141853_bem_8cc_elicit_0.wav	mulandu nshi alemonekela uwasansamuka?	why is the child very happy?	152	female	4.582	16000	vnd.wave	bem	bem
1.0	138970	1	2174206711.jpg	1_3897_0_11_01_211106-204949_bem_cee_elicit_0.wav	umwaice naiminina mupepi na umumana elyo nafwala necampepo ica katapakatapa	a child is standing near a baby and he is wearing a green jersey	11	female	3.13	16000	vnd.wave	bem	bem
1.0	138971	2	2174206711.jpg	1_3897_1_12_02_211104-081906_bem_2a5_elicit_0.wav	Ali naisula kukanwa nga uwulepapa	he has opened his mouth as someone who is suprised	12	male	4.673	16000	vnd.wave	bem	bem
1.0	138972	1	2174206711.jpg	1_3897_2_11_01_211106-204949_bem_cee_elicit_1.wav	pantu umwaice eminine Pali apakulililwa bwino,elyo kuli ifimuuti ifingi	where the child is standing it's well built.and there trees also	11	female	3.539	16000	vnd.wave	bem	bem
1.0	138973	2	2174206711.jpg	1_3897_3_12_02_211104-081906_bem_2a5_elicit_1.wav	ukucila pafimuuti nefinshi fimbi ifilemonekako?	apart from trees what else can be seen?	12	male	4.31	16000	vnd.wave	bem	bem
8.0	818194	1	2176147758.jpg	8_1819_4_81_01_211026-171300_bem_abe_elicit_2.wav	Icimbayambaya icili pakati nacasha namalaiti	The vehicle that is in the middle has even turned on its lights.	81	male	5.513	16000	vnd.wave	bem	bem
19.0	1912414	1	2176147758.jpg	19_1241_4_191_01_211108-140241_bem_665_elicit_2.wav	Kunuma ya ncinga yakwe kuli akakusendelamo ifipe, carrier mu Cingeleshi.	Behind him is a carrier.	191	male	7.214	16000	vnd.wave	bem	bem
19.0	1912413	2	2176147758.jpg	19_1241_3_192_02_211109-180837_bem_d8d_elicit_1.wav	Shitata nafwala ikoti lya kashika, nensapato sha fita, elyo alikwata imishishi ishipi, ishafitulukila.	He is wearing a red coat with black shoes and he had short grey hair.	192	female	8.938	16000	vnd.wave	bem	leh
19.0	1912412	1	2176147758.jpg	19_1241_2_191_01_211108-140241_bem_665_elicit_1.wav	Kumusebo lubali kuleisa ifimbaya-mbaya ifyalekana, pali ifi cimo nacisanika amalaiti.	They are different vehicles on the road one with it's lights on	191	male	8.598	16000	vnd.wave	bem	bem
8.0	818193	2	2176147758.jpg	8_1819_3_82_02_211026-171213_bem_ce8_elicit_1.wav	kunuma yakwe kuli na ifimbayambaya	There are vehicles behind him.	82	male	3.652	16000	vnd.wave	bem	bem
8.0	818191	2	2176147758.jpg	8_1819_1_82_02_211026-171213_bem_ce8_elicit_0.wav	Alemoneka uwa ipekanishisha ukucofa	He seems braced before he starts to ride the bicycle.	82	male	4.038	16000	vnd.wave	bem	bem
8.0	818190	1	2176147758.jpg	8_1819_0_81_01_211026-171300_bem_abe_elicit_0.wav	Umwaume naiminina nencinga mumbali yamusebo	A man is standing on the side of the road with his bicycle.	81	male	5.717	16000	vnd.wave	bem	bem
19.0	1912411	2	2176147758.jpg	19_1241_1_192_02_211109-180837_bem_d8d_elicit_0.wav	Alemoneka kwati nafwala ama galashi yamenso, ayaku mwafwilisha ukumona.	He is wearing spectacles	192	female	5.5809999999999995	16000	vnd.wave	bem	leh
9.0	921533	2	2176980976.jpg	9_2153_3_92_02_211026-165933_bem_901_elicit_1.wav	Abantu abengi nabekala balelolesha ku cifulo bali	A lot of people are sitting looking at a the place where they are.	92	female	5.013	16000	vnd.wave	bem	bem
9.0	921530	1	2176980976.jpg	9_2153_0_91_01_211025-141549_bem_ebf_elicit_0.wav	Abantu balekanalekana bali kulupili	Different people are on a mountain.	91	female	7.963	16000	vnd.wave	bem	bem
9.0	921531	2	2176980976.jpg	9_2153_1_92_02_211026-165933_bem_901_elicit_0.wav	Pe bumba Pali no mwaice	On this group there is a child.	92	female	3.38	16000	vnd.wave	bem	bem
9.0	921534	1	2176980976.jpg	9_2153_4_91_01_211025-141549_bem_ebf_elicit_2.wav	Leelo, abalumendo babili balemoneka kwati pali ifyo balefwaya mucola	But two young men appear to be looking for something.	91	female	9.12	16000	vnd.wave	bem	bem
8.0	857012	1	2183227136.jpg	8_5701_2_81_01_211102-103601_bem_ce8_elicit_1.wav	kuntanshi kuli nabambi abaliko	There are other people in  front of him.	81	male	6.556	16000	vnd.wave	bem	bem
8.0	857014	1	2183227136.jpg	8_5701_4_81_01_211102-103601_bem_ce8_elicit_2.wav	akasuba kaleya na mukuwa	It is around sunset.	81	male	3.834	16000	vnd.wave	bem	bem
8.0	857011	2	2183227136.jpg	8_5701_1_82_02_211105-200346_bem_901_elicit_0.wav	alemoneka kwati pali ifyo aleikatapo	It seems he is touching something.	82	female	4.197	16000	vnd.wave	bem	bem
12.0	1267273	2	2189181027.jpg	12_6727_3_122_02_211104-080206_bem_ce8_elicit_1.wav	Bushe kuli epo tuleya epo tuli mumana	are they going somewhere while in the river	122	male	5.671	16000	vnd.wave	bem	bem
12.0	1267272	1	2189181027.jpg	12_6727_2_121_01_211107-065947_bem_9ed_elicit_1.wav	Elo kuli imbata shibili, shilesamba mumana	there two ducks swimming	121	male	4.197	16000	vnd.wave	bem	nya
12.0	1267271	2	2189181027.jpg	12_6727_1_122_02_211104-080206_bem_ce8_elicit_0.wav	Elo, kalenyanta mufyani ayauma mupepi nomumana	it's stepping on dry grasses near the river	122	male	7.986	16000	vnd.wave	bem	bem
12.0	1267274	1	2189181027.jpg	12_6727_4_121_01_211107-065947_bem_9ed_elicit_2.wav	Cipalile shilesambafye nokushung luka umumana	it seems they are just swimming	121	male	4.537	16000	vnd.wave	bem	nya
4.0	446360	1	2192333873.jpg	4_4636_0_41_01_211031-003128_bem_5a5_elicit_0.wav	Abaice babili bali mumfula iya buuta, uli pantashi aleshelela	Two children are in the snow and one is slidding.	41	male	8.621	16000	vnd.wave	bem	bem
4.0	446361	2	2192333873.jpg	4_4636_1_42_02_211030-165552_bem_5a5_elicit_0.wav	Umo umwaice pali aba babili ale moneka kwati lintu ale shelela alimuku pona.	One child looks like he wants to fall.	42	male	8.462	16000	vnd.wave	bem	bem
30.0	3040540	1	2192333873.jpg	30_4054_0_301_01_211110-092609_bem_654_elicit_0.wav	Utubaiche tuleyangala muli snow.	Two kids are playing in snow.	301	male	4.038	16000	vnd.wave	bem	bem
4.0	446364	1	2192333873.jpg	4_4636_4_41_01_211031-003128_bem_5a5_elicit_2.wav	Aba abaice abali mumfula iyabuutu, balifye babili ilyo bale angala.	They are just the two of them in the place.	41	male	7.146	16000	vnd.wave	bem	bem
4.0	446362	1	2192333873.jpg	4_4636_2_41_01_211031-003128_bem_5a5_elicit_1.wav	Iyi imfula iyabuuta aba abaice babili bale angalilamo yali iyingi  saana.	The snow is a lot.	41	male	7.94	16000	vnd.wave	bem	bem
30.0	3040541	2	2192333873.jpg	30_4054_1_302_02_211109-141939_bem_dbf_elicit_0.wav	Elyo nganauposako amano bushe naumona ati bonse bali mufya mpepo?	My dear have you noticed that they are wearing winter coats?	302	female	7.509	16000	vnd.wave	bem	bem
4.0	446363	2	2192333873.jpg	4_4636_3_42_02_211030-165552_bem_5a5_elicit_1.wav	Elo aba abaice abale angalila mumfula iya buya nabafwala nefyaku kafya umubili.	They are putting on warm clothes.	42	male	8.757	16000	vnd.wave	bem	bem
30.0	3040542	1	2192333873.jpg	30_4054_2_301_01_211110-092609_bem_654_elicit_1.wav	Cine cine mune iyi incede ilemoneka intu yatalala saana.	Yea, because I believe this is a very cold place.	301	male	7.26	16000	vnd.wave	bem	bem
30.0	3040543	2	2192333873.jpg	30_4054_3_302_02_211109-141939_bem_dbf_elicit_1.wav	Ico cena cishinka nokumona ukutila ati baleshelela pa cintu.	And also see how they are sliding on a skateboard.	302	female	8.689	16000	vnd.wave	bem	bem
7.0	753592	1	219730733.jpg	7_5359_2_71_01_211104-103813_bem_1e5_elicit_1.wav	niwe wasosa pantu kuli abantu abapusana pusana	Yes because there are different people.	71	female	13.816	16000	vnd.wave	bem	bem
7.0	753590	1	219730733.jpg	7_5359_0_71_01_211104-103813_bem_1e5_elicit_0.wav	shikulubantu mwisheti lyabuta naikata akamwana baleenda	An old man with a white shirt is walking while holding hands with a child.	71	female	7.101	16000	vnd.wave	bem	bem
7.0	753591	2	219730733.jpg	7_5359_1_72_02_170101-070136_bem_74d_elicit_0.wav	elo ukubali nikuncende ya kwangalilamo abaice.	Yes this is a play ground for children.	72	female	5.308	16000	vnd.wave	bem	toi
7.0	753593	2	219730733.jpg	7_5359_3_72_02_170101-070136_bem_74d_elicit_1.wav	ee kumpela Kuli na ifimuti ifyakatapa katapa.	At the end,there are green trees.	72	female	5.445	16000	vnd.wave	bem	toi
8.0	857244	1	2201222219.jpg	8_5724_4_81_01_211102-112307_bem_ce8_elicit_2.wav	Kabili nafwala ne laya ilyamigolosha	And the child is also wearing a shirt.	81	male	6.692	16000	vnd.wave	bem	bem
8.0	857243	2	2201222219.jpg	8_5724_3_82_02_211106-024005_bem_901_elicit_1.wav	Umwana nafwala na kaputula iyakashika	This child is wearing a red short.	82	female	5.966	16000	vnd.wave	bem	bem
8.0	857242	1	2201222219.jpg	8_5724_2_81_01_211102-112307_bem_ce8_elicit_1.wav	Lubali lwakwe ukuso, kuli necikope apali inkumba shitatu	On his left side, is a portrait where there are three pigs.	81	male	8.916	16000	vnd.wave	bem	bem
	122754	1	2201222219.jpg	12275_4_01_211024-152106_bem_142_elicit_2.wav	Cishinka sana walanda, kaili kumbali yakwe kuli ifyakulenga ifyapala inama kabili uwacaice cipalile ukuti alitemwa ukulisha ifilimba fyansaale.	Thats true. On the other side there are some paintings of animals, indeed this boy loves musing.	11	male	13.975	16000	vnd.wave	bem	bem
	122753	2	2201222219.jpg	12275_3_02_211024-152120_bem_dcc_elicit_1.wav	Pacipuna nababikapo icakufimbana, palemoneka palikosa, emulandu wine babikilepo ici pakutila penganakako.	They have put a blanket so that the chair can be a bit confortable.	12	male	11.366	16000	vnd.wave	bem	bem
	122752	1	2201222219.jpg	12275_2_01_211024-152106_bem_142_elicit_1.wav	Cishinka sana walanda, ala nikemba uwacaice kabili aleisa bwino nomba pacipuna pantu ekele. ekele pali cinshi?	Its true he is going to be a good singer, now where is he sitted it looks he is sitting on something?	11	male	11.343	16000	vnd.wave	bem	bem
	122751	2	2201222219.jpg	12275_1_02_211024-152120_bem_dcc_elicit_0.wav	Uyu alemoneka nikemba pantu muminwe yakwe icilimba ca nsaale ico alelisha nakukanwa cilemoneka kwati aleimba. 	He looks like a singer he is holding a gitter in his hand and on his mouth it looks like he is singing	12	male	11.638	16000	vnd.wave	bem	bem
	122750	1	2201222219.jpg	12275_0_01_211024-152106_bem_142_elicit_0.wav	Uwacaice naikala pacipuna ico bapanga bwino sana, kabili icakwata amalangi ayalekana lekena, nomba finshi uwacaice akwete kuminwe yakwe?	A boy is siting on a nice chair painted with nice clours. what is the boy holding in his hands?	11	male	10.527	16000	vnd.wave	bem	bem
8.0	857241	2	2201222219.jpg	8_5724_1_82_02_211106-024005_bem_901_elicit_0.wav	Naikalako pa cipuna	He is sitted on a chair.	82	female	4.991	16000	vnd.wave	bem	bem
17.0	1778981	2	2203615439.jpg	17_7898_1_172_02_211110-133034_bem_e94_elicit_0.wav	Nabafwala itoloshi na umwingila fyonse ifya ilangi limo liine.	They are wearing trousers and garmets of the same	172	female	5.739	16000	vnd.wave	bem	nya
17.0	1778980	1	2203615439.jpg	17_7898_0_171_01_211110-060933_bem_947_elicit_0.wav	Abaume nabemina nabaloshya necanuma.	Men are standing showing their backs.	171	male	5.127	16000	vnd.wave	bem	toi
17.0	1778983	2	2203615439.jpg	17_7898_3_172_02_211110-133034_bem_e94_elicit_1.wav	elo mumbali yacikulwa beminine muli imfula yabunga	And besides the building they are standing there is snow.	172	female	4.877	16000	vnd.wave	bem	nya
17.0	1778982	1	2203615439.jpg	17_7898_2_171_01_211110-060933_bem_947_elicit_1.wav	Aba abaume nabekata namumatumba ukuboko kwakukuso.	These gentlemen have touched their pockets with the left arm.	171	male	7.781	16000	vnd.wave	bem	toi
1.0	138823	2	2209888959.jpg	1_3882_3_12_02_211104-075322_bem_2a5_elicit_1.wav	tapali ebo ali nabo, aleyengalafye eka	she is not with anyone ,she is alone	12	male	4.537	16000	vnd.wave	bem	bem
1.0	138820	1	2209888959.jpg	1_3882_0_11_01_211106-193455_bem_cee_elicit_0.wav	umwanakashi umwaice naiminina necimuti  kuminwe	A girl is standing with a stick on her hand	11	female	3.743	16000	vnd.wave	bem	bem
1.0	138822	1	2209888959.jpg	1_3882_2_11_01_211106-193455_bem_cee_elicit_1.wav	bushe nibanani ali umwaice ali nabo	who is the girl with?	11	female	2.45	16000	vnd.wave	bem	bem
1.0	138821	2	2209888959.jpg	1_3882_1_12_02_211104-075322_bem_2a5_elicit_0.wav	umwanakashi afwelefye akakufimba pamabele akafita	the girl is having black cloth to cover her shoulders	12	male	5.104	16000	vnd.wave	bem	bem
17.0	1765564	1	2218519240.jpg	17_6556_4_171_01_220112-191152_bem_9fd_elicit_2.wav	Cipalile kwati uyu shi tata abomba mwi sitolo lyakupangilamo ifyakulya.	It looks like this man works in the bakery or restaurant.	171	female	7.486	16000	vnd.wave	bem	bem
17.0	1765561	2	2218519240.jpg	17_6556_1_172_02_220112-131903_bem_5da_elicit_0.wav	Shi tata nafwala ne campepo ica fita.	This man is wearing a black coat.	172	male	3.675	16000	vnd.wave	bem	toi
8.0	857353	2	2218519240.jpg	8_5735_3_82_02_211106-030207_bem_901_elicit_1.wav	Ku cibumba kwalipita na inshimbi	There are some metal rods on the wall.	82	female	4.446	16000	vnd.wave	bem	bem
8.0	857352	1	2218519240.jpg	8_5735_2_81_01_211102-114702_bem_ce8_elicit_1.wav	Elyo kabili nafwaka icampepo icafita	He is also wearing a black jersey.	81	male	5.354	16000	vnd.wave	bem	bem
8.0	857351	2	2218519240.jpg	8_5735_1_82_02_211106-030207_bem_901_elicit_0.wav	Ali mu muputule	He is in a room.	82	female	6.193	16000	vnd.wave	bem	bem
17.0	1765563	2	2218519240.jpg	17_6556_3_172_02_220112-131903_bem_5da_elicit_1.wav	Lubali lwakwa shitata kulemoneka nama buloko aya kashika.	Besides him there are brown bricks	172	male	4.287	16000	vnd.wave	bem	toi
20.0	2014924	1	2218907190.jpg	20_1492_4_201_01_211110-144130_bem_dbf_elicit_2.wav	kuti wakumbwa naine ninkumbwa mune	yes it's really admirable, I too so admire my dear	201	female	4.582	16000	vnd.wave	bem	bem
20.0	2014920	1	2218907190.jpg	20_1492_0_201_01_211110-144130_bem_dbf_elicit_0.wav	imbwa ilekwela pamulu, mumbali namo muli amaluba ayayemba nganshi	A dog is climbing, on the side are beautiful flowers	201	female	9.392	16000	vnd.wave	bem	bem
20.0	2014923	2	2218907190.jpg	20_1492_3_202_02_211112-135831_bem_654_elicit_1.wav	awe cacine ico wasosa mune nakumbwa efyo bayasunga	it's true, I really admire how they have kept them	202	male	6.783	16000	vnd.wave	bem	bem
14.0	1471274	1	2218907190.jpg	14_7127_4_141_01_211111-143854_bem_f08_elicit_2.wav	Cileemoneka kwati yacila angala nomwana ewo ilekonka mu ng'anda.	It looks like it was playing with the child and it is following him inside the house.	141	female	7.078	16000	vnd.wave	bem	bem
14.0	1471270	1	2218907190.jpg	14_7127_0_141_01_211111-143854_bem_f08_elicit_0.wav	Imbwa iya buta ileebutuka muma luba ya  katapa katapa.	A white dog is running around in the green flowers.	141	female	6.329	16000	vnd.wave	bem	bem
20.0	2014921	2	2218907190.jpg	20_1492_1_202_02_211112-135831_bem_654_elicit_0.wav	eya mune amaluba ya katapa-katapa yalemonkea ubusaka	they are clean green flowers	202	male	6.352	16000	vnd.wave	bem	bem
14.0	1471273	2	2218907190.jpg	14_7127_3_142_02_211112-112257_bem_5da_elicit_1.wav	Bushe yacila angala na umwana panse mumaluba?	Was it playing with the child outside?	142	male	3.584	16000	vnd.wave	bem	toi
14.0	1471271	2	2218907190.jpg	14_7127_1_142_02_211112-112257_bem_5da_elicit_0.wav	Bushe apa ilebutukila epo ikala?	Does the dog stay here where it is playing from?	142	male	3.2439999999999998	16000	vnd.wave	bem	toi
20.0	2014922	1	2218907190.jpg	20_1492_2_201_01_211110-144130_bem_dbf_elicit_1.wav	baliyasunga ubusaka sana kumofye nembwa ine iyi	they have really kept them clean including the dog itself	201	female	7.123	16000	vnd.wave	bem	bem
7.0	716742	1	2219805677.jpg	7_1674_2_71_01_170101-212058_bem_74d_elicit_1.wav	elo imbwa iyi Ileteya aka akamupila na umuntu  uukaposele	And I think this dog is playing ball with someone.	71	female	6.012	16000	vnd.wave	bem	toi
7.0	716743	2	2219805677.jpg	7_1674_3_72_02_211031-135439_bem_40e_elicit_1.wav	umu mwapala mu ciswebebe	And this place looks like a desert.	72	female	3.9699999999999998	16000	vnd.wave	bem	bem
7.0	716741	2	2219805677.jpg	7_1674_1_72_02_211031-135439_bem_40e_elicit_0.wav	kulemoneka ukwa katapa katapa	This place looks green.	72	female	2.972	16000	vnd.wave	bem	bem
7.0	716744	1	2219805677.jpg	7_1674_4_71_01_170101-212058_bem_74d_elicit_2.wav	eya awe kaileteya umupila uyu, e kukosa nga iletoloka.	Yes anyway let this dog play.	71	female	6.125	16000	vnd.wave	bem	toi
11.0	1164531	2	2228022180.jpg	11_6453_1_112_02_211031-071553_bem_1e5_elicit_0.wav	Balecita nshi na ba kafundisha babo?	what are they doing with their teacher?	112	female	5.399	16000	vnd.wave	bem	bem
11.0	1164534	1	2228022180.jpg	11_6453_4_111_01_211102-122402_bem_574_elicit_2.wav	Nabakwata ifibotolo ifyo basendelamo ifyakunwa ifipangwa kufisabo	they have juice bottles	111	female	5.218	16000	vnd.wave	bem	bem
11.0	1164533	2	2228022180.jpg	11_6453_3_112_02_211031-071553_bem_1e5_elicit_1.wav	Kabili finshi  bamo abana bakwete ku minwe yabo?	what do some kids have in their hands?	112	female	9.279	16000	vnd.wave	bem	bem
