IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
2169,a group of people are watching a game,the one in white had lifted something in the air,there's one in front whose kneeling,they are three young men standing,they are playing cricket
2170,some people are in town,they are all doing different things,others are selling,others are buying plates,others are talking
2171,a dog is sited while some people are walking,the dog is sited on the road,it's facing people behind,there's a person wearing a brown shirt and a black trousers,it seems it's at night
2172,a little boy is on an escalator,he is very happy to be in the air,they are people sited on the ground,there's something pulling him to the top,they are some metal rods behind
2173,a young man is pushing a wheelbarrow and a bicycle parked under tree,it seems they are building something on the road,they are some writings on top of the house,a young man is alone on the road,and there's something to eat on the other side
2174,a young man is on horse,he is wearing a black shirt and a white trousers,the horse is jumping over something,it seems he is preparing for game,yes that's very true
2175,a young man is cleaning outside the house,there's a young man standing outside the house,close to the young man cleaning are two trees,the house is very big,at the end of the house is grass
2176,two young men are fetching water,there's a man beside them,he is just watching and not fetching water,and they are cleaning water off a vehicle,it seems like they are stressed by the water
2177,a group of people is sited outside,it seems they are in the bush,there's grass and trees on the side,on this group are two ladies,the rest are men
2178,some ladies are sited,they are bottles of beer and food on the table,there's a lady in brown shirt and black trousers that's very happy,she's sited and talking to someone,the one on the left has made fists
2179,a young man is talking,he looks like a peace keeper,they are papers on one side,he looks very confident,it looks like a work place
2180,a lady has her hands in the air,they are at the beach,she's stretching herself,there's a boat on water,the sun is about to set
2181,some young men are fighting,they are other people watching them,a young man and a lady dressed in white are watching the ones fighting,then they are two ladies laughing at what's happening,then one young man holding a paper in his hand
2182,a dog is playing in water,it has a dog stuck to it's mouth,the dog has a dog collar tied around its neck,it's wet from being on water,it seems to be enjoying to be on water
2183,a young man is standing on top of a hill,there's snow on the hill,he is wearing brown clothes,he is looking at the hills that at a distance from where he is,he is holding something in his hands
2184,there's a boat on the river,a group of people is swimming,stone ladies are wearing swim suits,the young men are wearing shorts,two young men and a young lady are talking on water
2185,a young man is standing outside a store,he is looking at the things that are in the shop,he is wearing something blue ,and he is wearing a brown hat,he is wearing a blue shirt
2186,a young man is dancing on the road,he is wearing a tiny shirt and shorts,there's a group of people behind him singing,there's a lady on his right wearing a black shirt and trousers,they all look very happy
2187,a little child is standing outside,there's a door behind,he is wearing a blue trousers,and a brown shirt that's white inside,he looks very handsome
2188,five men are fixing their bikes,they are inside a workshop,a young man is sited and dressed in blue,two are standing and watching what he is doing,he is wearing a stripped shirt and fixing a tyre
2189,the young men are playing,they seem very happy,a man behind is wearing a stripped shirt shouting,he is wearing something white,"they are two men behind, one is wearing a hat"
2190,a young man is singing,he is singing from the heart,there's a guitar beside him on the ground,there's a woman on one side sited listening to the song,there's a bottle on the floor
2191,three young men are singing,two of them are playing guitars,while one is playing the drums,they are all wearing hats,they are all wearing stripped shirts
2192,a group of people is on a train,they are both young and old,there's another train outside,there's one child walking about inside the train,there's a man standing in front of train
2193,a girl is playing outside,it seems she's enjoying what she's doing,it's a very sunny day,there's a house inside a fence ,there's a tree on one side of the house
2194,a young man was fishing,he is holding only one fish,I think he got it for himself,there's still a boat on water,she the fish is very big
2195,stone birds are flying,the sun has set,and the clouds are clear,and it looks beautiful,this is a church
2196,this man looks like a singer,he has a stick and a sound instrument,there's a lady on the right walking,they are flowers behind,there's a clinic behind
2197,a group of people are in a sports field,they are here to watch soccer,the ones playing are inside ,there's a young man very happy,it's because he is watching the game
2198,a man is standing on top of a boat,the boat is on water,it seems he is working,he is holding a rope and pulling something out of the water,they are different things besides him
2199,a young man is standing on the road,there's a door on one side,he is wearing different patched shoes,he has put a cloth on he's mouth,it could be that he is running towards someone
2200,a man is on the road,he is wearing a brown shirt and holding a camera,there's a group of people behind him,there's a man in a striped shirt on his left,there's a man standing next to the door
